year_index,1970,1980,1982,1984,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
main_pe_2_in_or_less_miles,,,,2_or_less_5,pem_2,pem_2,pem_2,pem_2,pem_2,pem_2,pem_2,pem_2,pem_2,pem_2,pem_2,pem_2,pem_2,pem_2,pem_2,pem_2,pem_2,pem_2,pem_2,pem_2,mmiles_pe_lt2in,mmiles_pe_lt2in,mmiles_pe_lt2in,mmiles_pe_lt2in,mmiles_pe_lt2in,mmiles_pe_lt2in,mmiles_pe_lt2in,mmiles_pe_lt2in,mmiles_pe_lt2in,mmiles_pe_lt2in,mmiles_pe_lt2in,mmiles_pe_lt2in,mmiles_pe_lt2in,mmiles_pe_lt2in,mmiles_pe_lt2in
main_pe_2_to_4_in_miles,,,,over_2_thru_4_5,pem_3,pem_3,pem_3,pem_3,pem_3,pem_3,pem_3,pem_3,pem_3,pem_3,pem_3,pem_3,pem_3,pem_3,pem_3,pem_3,pem_3,pem_3,pem_3,pem_3,mmiles_pe_2in_to_4in,mmiles_pe_2in_to_4in,mmiles_pe_2in_to_4in,mmiles_pe_2in_to_4in,mmiles_pe_2in_to_4in,mmiles_pe_2in_to_4in,mmiles_pe_2in_to_4in,mmiles_pe_2in_to_4in,mmiles_pe_2in_to_4in,mmiles_pe_2in_to_4in,mmiles_pe_2in_to_4in,mmiles_pe_2in_to_4in,mmiles_pe_2in_to_4in,mmiles_pe_2in_to_4in,mmiles_pe_2in_to_4in
main_pe_4_to_8_in_miles,,,,over_4_thru_8_n5,pem_4,pem_4,pem_4,pem_4,pem_4,pem_4,pem_4,pem_4,pem_4,pem_4,pem_4,pem_4,pem_4,pem_4,pem_4,pem_4,pem_4,pem_4,pem_4,pem_4,mmiles_pe_4in_to_8in,mmiles_pe_4in_to_8in,mmiles_pe_4in_to_8in,mmiles_pe_4in_to_8in,mmiles_pe_4in_to_8in,mmiles_pe_4in_to_8in,mmiles_pe_4in_to_8in,mmiles_pe_4in_to_8in,mmiles_pe_4in_to_8in,mmiles_pe_4in_to_8in,mmiles_pe_4in_to_8in,mmiles_pe_4in_to_8in,mmiles_pe_4in_to_8in,mmiles_pe_4in_to_8in,mmiles_pe_4in_to_8in
main_pe_8_to_12_in_miles,,,,over_8_thru_12_5,pem_5,pem_5,pem_5,pem_5,pem_5,pem_5,pem_5,pem_5,pem_5,pem_5,pem_5,pem_5,pem_5,pem_5,pem_5,pem_5,pem_5,pem_5,pem_5,pem_5,mmiles_pe_8in_to_12in,mmiles_pe_8in_to_12in,mmiles_pe_8in_to_12in,mmiles_pe_8in_to_12in,mmiles_pe_8in_to_12in,mmiles_pe_8in_to_12in,mmiles_pe_8in_to_12in,mmiles_pe_8in_to_12in,mmiles_pe_8in_to_12in,mmiles_pe_8in_to_12in,mmiles_pe_8in_to_12in,mmiles_pe_8in_to_12in,mmiles_pe_8in_to_12in,mmiles_pe_8in_to_12in,mmiles_pe_8in_to_12in
main_pe_over_12_in_miles,,,,over_12_5,pem_6,pem_6,pem_6,pem_6,pem_6,pem_6,pem_6,pem_6,pem_6,pem_6,pem_6,pem_6,pem_6,pem_6,pem_6,pem_6,pem_6,pem_6,pem_6,pem_6,mmiles_pe_gt12in,mmiles_pe_gt12in,mmiles_pe_gt12in,mmiles_pe_gt12in,mmiles_pe_gt12in,mmiles_pe_gt12in,mmiles_pe_gt12in,mmiles_pe_gt12in,mmiles_pe_gt12in,mmiles_pe_gt12in,mmiles_pe_gt12in,mmiles_pe_gt12in,mmiles_pe_gt12in,mmiles_pe_gt12in,mmiles_pe_gt12in
main_pe_total_miles,,,,total_7,pemt,pemt,pemt,pemt,pemt,pemt,pemt,pemt,pemt,pemt,pemt,pemt,pemt,pemt,pemt,pemt,pemt,pemt,pemt,pemt,mmiles_pe_total,mmiles_pe_total,mmiles_pe_total,mmiles_pe_total,mmiles_pe_total,mmiles_pe_total,mmiles_pe_total,mmiles_pe_total,mmiles_pe_total,mmiles_pe_total,mmiles_pe_total,mmiles_pe_total,mmiles_pe_total,mmiles_pe_total,mmiles_pe_total
main_abs_unknown_miles,,,,unknown_6,absm_1,absm_1,absm_1,absm_1,absm_1,absm_1,absm_1,absm_1,absm_1,absm_1,absm_1,absm_1,absm_1,absm_1,absm_1,absm_1,absm_1,absm_1,absm_1,absm_1,mmiles_abs_unk,mmiles_abs_unk,mmiles_abs_unk,mmiles_abs_unk,mmiles_abs_unk,mmiles_abs_unk,mmiles_abs_unk,mmiles_abs_unk,mmiles_abs_unk,mmiles_abs_unk,mmiles_abs_unk,mmiles_abs_unk,mmiles_abs_unk,mmiles_abs_unk,mmiles_abs_unk
main_abs_2_in_or_less_miles,,,,2_or_less_6,absm_2,absm_2,absm_2,absm_2,absm_2,absm_2,absm_2,absm_2,absm_2,absm_2,absm_2,absm_2,absm_2,absm_2,absm_2,absm_2,absm_2,absm_2,absm_2,absm_2,mmiles_abs_lt2in,mmiles_abs_lt2in,mmiles_abs_lt2in,mmiles_abs_lt2in,mmiles_abs_lt2in,mmiles_abs_lt2in,mmiles_abs_lt2in,mmiles_abs_lt2in,mmiles_abs_lt2in,mmiles_abs_lt2in,mmiles_abs_lt2in,mmiles_abs_lt2in,mmiles_abs_lt2in,mmiles_abs_lt2in,mmiles_abs_lt2in
main_abs_2_to_4_in_miles,,,,over_2_thru_4_6,absm_3,absm_3,absm_3,absm_3,absm_3,absm_3,absm_3,absm_3,absm_3,absm_3,absm_3,absm_3,absm_3,absm_3,absm_3,absm_3,absm_3,absm_3,absm_3,absm_3,mmiles_abs_2in_to_4in,mmiles_abs_2in_to_4in,mmiles_abs_2in_to_4in,mmiles_abs_2in_to_4in,mmiles_abs_2in_to_4in,mmiles_abs_2in_to_4in,mmiles_abs_2in_to_4in,mmiles_abs_2in_to_4in,mmiles_abs_2in_to_4in,mmiles_abs_2in_to_4in,mmiles_abs_2in_to_4in,mmiles_abs_2in_to_4in,mmiles_abs_2in_to_4in,mmiles_abs_2in_to_4in,mmiles_abs_2in_to_4in
main_abs_4_to_8_in_miles,,,,over_4_thru_8_n6,absm_4,absm_4,absm_4,absm_4,absm_4,absm_4,absm_4,absm_4,absm_4,absm_4,absm_4,absm_4,absm_4,absm_4,absm_4,absm_4,absm_4,absm_4,absm_4,absm_4,mmiles_abs_4in_to_8in,mmiles_abs_4in_to_8in,mmiles_abs_4in_to_8in,mmiles_abs_4in_to_8in,mmiles_abs_4in_to_8in,mmiles_abs_4in_to_8in,mmiles_abs_4in_to_8in,mmiles_abs_4in_to_8in,mmiles_abs_4in_to_8in,mmiles_abs_4in_to_8in,mmiles_abs_4in_to_8in,mmiles_abs_4in_to_8in,mmiles_abs_4in_to_8in,mmiles_abs_4in_to_8in,mmiles_abs_4in_to_8in
main_abs_8_to_12_in_miles,,,,over_8_thru_12_6,absm_5,absm_5,absm_5,absm_5,absm_5,absm_5,absm_5,absm_5,absm_5,absm_5,absm_5,absm_5,absm_5,absm_5,absm_5,absm_5,absm_5,absm_5,absm_5,absm_5,mmiles_abs_8in_to_12in,mmiles_abs_8in_to_12in,mmiles_abs_8in_to_12in,mmiles_abs_8in_to_12in,mmiles_abs_8in_to_12in,mmiles_abs_8in_to_12in,mmiles_abs_8in_to_12in,mmiles_abs_8in_to_12in,mmiles_abs_8in_to_12in,mmiles_abs_8in_to_12in,mmiles_abs_8in_to_12in,mmiles_abs_8in_to_12in,mmiles_abs_8in_to_12in,mmiles_abs_8in_to_12in,mmiles_abs_8in_to_12in
main_abs_over_12_in_miles,,,,over_12_6,absm_6,absm_6,absm_6,absm_6,absm_6,absm_6,absm_6,absm_6,absm_6,absm_6,absm_6,absm_6,absm_6,absm_6,absm_6,absm_6,absm_6,absm_6,absm_6,absm_6,mmiles_abs_gt12in,mmiles_abs_gt12in,mmiles_abs_gt12in,mmiles_abs_gt12in,mmiles_abs_gt12in,mmiles_abs_gt12in,mmiles_abs_gt12in,mmiles_abs_gt12in,mmiles_abs_gt12in,mmiles_abs_gt12in,mmiles_abs_gt12in,mmiles_abs_gt12in,mmiles_abs_gt12in,mmiles_abs_gt12in,mmiles_abs_gt12in
main_abs_total_miles,,,,total_8,absmt,absmt,absmt,absmt,absmt,absmt,absmt,absmt,absmt,absmt,absmt,absmt,absmt,absmt,absmt,absmt,absmt,absmt,absmt,absmt,mmiles_abs_total,mmiles_abs_total,mmiles_abs_total,mmiles_abs_total,mmiles_abs_total,mmiles_abs_total,mmiles_abs_total,mmiles_abs_total,mmiles_abs_total,mmiles_abs_total,mmiles_abs_total,mmiles_abs_total,mmiles_abs_total,mmiles_abs_total,mmiles_abs_total
main_other_plastic_unknown_miles,,,,,,,,,,,,,,,,,,,,,,,,,mmiles_oth_plstc_unk,mmiles_oth_plstc_unk,mmiles_oth_plstc_unk,mmiles_oth_plstc_unk,mmiles_oth_plstc_unk,mmiles_oth_plstc_unk,mmiles_oth_plstc_unk,mmiles_oth_plstc_unk,mmiles_oth_plstc_unk,mmiles_oth_plstc_unk,mmiles_oth_plstc_unk,mmiles_oth_plstc_unk,mmiles_oth_plstc_unk,mmiles_oth_plstc_unk,mmiles_oth_plstc_unk
main_other_plastic_2_in_or_less_miles,,,,,,,,,,,,,,,,,,,,,,,,,mmiles_oth_plstc_lt2in,mmiles_oth_plstc_lt2in,mmiles_oth_plstc_lt2in,mmiles_oth_plstc_lt2in,mmiles_oth_plstc_lt2in,mmiles_oth_plstc_lt2in,mmiles_oth_plstc_lt2in,mmiles_oth_plstc_lt2in,mmiles_oth_plstc_lt2in,mmiles_oth_plstc_lt2in,mmiles_oth_plstc_lt2in,mmiles_oth_plstc_lt2in,mmiles_oth_plstc_lt2in,mmiles_oth_plstc_lt2in,mmiles_oth_plstc_lt2in
main_other_plastic_2_to_4_in_miles,,,,,,,,,,,,,,,,,,,,,,,,,mmiles_oth_plstc_2in_to_4in,mmiles_oth_plstc_2in_to_4in,mmiles_oth_plstc_2in_to_4in,mmiles_oth_plstc_2in_to_4in,mmiles_oth_plstc_2in_to_4in,mmiles_oth_plstc_2in_to_4in,mmiles_oth_plstc_2in_to_4in,mmiles_oth_plstc_2in_to_4in,mmiles_oth_plstc_2in_to_4in,mmiles_oth_plstc_2in_to_4in,mmiles_oth_plstc_2in_to_4in,mmiles_oth_plstc_2in_to_4in,mmiles_oth_plstc_2in_to_4in,mmiles_oth_plstc_2in_to_4in,mmiles_oth_plstc_2in_to_4in
main_other_plastic_4_to_8_in_miles,,,,,,,,,,,,,,,,,,,,,,,,,mmiles_oth_plstc_4in_to_8in,mmiles_oth_plstc_4in_to_8in,mmiles_oth_plstc_4in_to_8in,mmiles_oth_plstc_4in_to_8in,mmiles_oth_plstc_4in_to_8in,mmiles_oth_plstc_4in_to_8in,mmiles_oth_plstc_4in_to_8in,mmiles_oth_plstc_4in_to_8in,mmiles_oth_plstc_4in_to_8in,mmiles_oth_plstc_4in_to_8in,mmiles_oth_plstc_4in_to_8in,mmiles_oth_plstc_4in_to_8in,mmiles_oth_plstc_4in_to_8in,mmiles_oth_plstc_4in_to_8in,mmiles_oth_plstc_4in_to_8in
main_other_plastic_8_to_12_in_miles,,,,,,,,,,,,,,,,,,,,,,,,,mmiles_oth_plstc_8in_to_12in,mmiles_oth_plstc_8in_to_12in,mmiles_oth_plstc_8in_to_12in,mmiles_oth_plstc_8in_to_12in,mmiles_oth_plstc_8in_to_12in,mmiles_oth_plstc_8in_to_12in,mmiles_oth_plstc_8in_to_12in,mmiles_oth_plstc_8in_to_12in,mmiles_oth_plstc_8in_to_12in,mmiles_oth_plstc_8in_to_12in,mmiles_oth_plstc_8in_to_12in,mmiles_oth_plstc_8in_to_12in,mmiles_oth_plstc_8in_to_12in,mmiles_oth_plstc_8in_to_12in,mmiles_oth_plstc_8in_to_12in
main_other_plastic_over_12_in_miles,,,,,,,,,,,,,,,,,,,,,,,,,mmiles_oth_plstc_gt12in,mmiles_oth_plstc_gt12in,mmiles_oth_plstc_gt12in,mmiles_oth_plstc_gt12in,mmiles_oth_plstc_gt12in,mmiles_oth_plstc_gt12in,mmiles_oth_plstc_gt12in,mmiles_oth_plstc_gt12in,mmiles_oth_plstc_gt12in,mmiles_oth_plstc_gt12in,mmiles_oth_plstc_gt12in,mmiles_oth_plstc_gt12in,mmiles_oth_plstc_gt12in,mmiles_oth_plstc_gt12in,mmiles_oth_plstc_gt12in
main_other_plastic_total_miles,,,,,,,,,,,,,,,,,,,,,,,,,mmiles_oth_plstc_total,mmiles_oth_plstc_total,mmiles_oth_plstc_total,mmiles_oth_plstc_total,mmiles_oth_plstc_total,mmiles_oth_plstc_total,mmiles_oth_plstc_total,mmiles_oth_plstc_total,mmiles_oth_plstc_total,mmiles_oth_plstc_total,mmiles_oth_plstc_total,mmiles_oth_plstc_total,mmiles_oth_plstc_total,mmiles_oth_plstc_total,mmiles_oth_plstc_total
main_plastic_1_in_or_less_miles,1_or_less_5,1_or_less_5,g6_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A
main_plastic_1_to_2_in_miles,over_1_thru_2_5,over_1_thru_2_5,g6_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A
main_plastic_2_to_4_in_miles,over_2_thru_4_5,over_2_thru_4_5,g6_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A
main_plastic_4_to_6_in_miles,over_4_thru_6_5,over_4_thru_6_5,g6_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A
main_plastic_8_in_miles,8_5,8_5,g6_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A
main_plastic_10_in_miles,10_5,10_5,g6_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A
main_plastic_12_in_miles,12_5,12_5,g6_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A
main_plastic_over_12_in_miles,over_12_5,over_12_5,g6_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A
main_plastic_total_miles,total_5,total_5,g6_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A
main_other_unknown_miles,,,,unknown_7,ot1m_1,ot1m_1,ot1m_1,ot1m_1,ot1m_1,ot1m_1,ot1m_1,ot1m_1,ot1m_1,ot1m_1,ot1m_1,ot1m_1,ot1m_1,ot1m_1,ot1m_1,ot1m_1,ot1m_1,ot1m_1,ot1m_1,ot1m_1,mmiles_other_unk,mmiles_other_unk,mmiles_other_unk,mmiles_other_unk,mmiles_other_unk,mmiles_other_unk,mmiles_other_unk,mmiles_other_unk,mmiles_other_unk,mmiles_other_unk,mmiles_other_unk,mmiles_other_unk,mmiles_other_unk,mmiles_other_unk,mmiles_other_unk
main_other_1_in_or_less_miles,1_or_less_6,1_or_less_6,g7_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_other_1_to_2_in_miles,over_1_thru_2_6,over_1_thru_2_6,g7_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_other_2_in_or_less_miles,,,,2_or_less_7,ot1m_2,ot1m_2,ot1m_2,ot1m_2,ot1m_2,ot1m_2,ot1m_2,ot1m_2,ot1m_2,ot1m_2,ot1m_2,ot1m_2,ot1m_2,ot1m_2,ot1m_2,ot1m_2,ot1m_2,ot1m_2,ot1m_2,ot1m_2,mmiles_other_lt2in,mmiles_other_lt2in,mmiles_other_lt2in,mmiles_other_lt2in,mmiles_other_lt2in,mmiles_other_lt2in,mmiles_other_lt2in,mmiles_other_lt2in,mmiles_other_lt2in,mmiles_other_lt2in,mmiles_other_lt2in,mmiles_other_lt2in,mmiles_other_lt2in,mmiles_other_lt2in,mmiles_other_lt2in
main_other_2_to_4_in_miles,over_2_thru_4_6,over_2_thru_4_6,g7_3,over_2_thru_4_7,ot1m_3,ot1m_3,ot1m_3,ot1m_3,ot1m_3,ot1m_3,ot1m_3,ot1m_3,ot1m_3,ot1m_3,ot1m_3,ot1m_3,ot1m_3,ot1m_3,ot1m_3,ot1m_3,ot1m_3,ot1m_3,ot1m_3,ot1m_3,mmiles_other_2in_to_4in,mmiles_other_2in_to_4in,mmiles_other_2in_to_4in,mmiles_other_2in_to_4in,mmiles_other_2in_to_4in,mmiles_other_2in_to_4in,mmiles_other_2in_to_4in,mmiles_other_2in_to_4in,mmiles_other_2in_to_4in,mmiles_other_2in_to_4in,mmiles_other_2in_to_4in,mmiles_other_2in_to_4in,mmiles_other_2in_to_4in,mmiles_other_2in_to_4in,mmiles_other_2in_to_4in
main_other_4_to_6_in_miles,over_4_thru_6_6,over_4_thru_6_6,g7_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_other_4_to_8_in_miles,,,,over_4_thru_8_n7,ot1m_4,ot1m_4,ot1m_4,ot1m_4,ot1m_4,ot1m_4,ot1m_4,ot1m_4,ot1m_4,ot1m_4,ot1m_4,ot1m_4,ot1m_4,ot1m_4,ot1m_4,ot1m_4,ot1m_4,ot1m_4,ot1m_4,ot1m_4,mmiles_other_4in_to_8in,mmiles_other_4in_to_8in,mmiles_other_4in_to_8in,mmiles_other_4in_to_8in,mmiles_other_4in_to_8in,mmiles_other_4in_to_8in,mmiles_other_4in_to_8in,mmiles_other_4in_to_8in,mmiles_other_4in_to_8in,mmiles_other_4in_to_8in,mmiles_other_4in_to_8in,mmiles_other_4in_to_8in,mmiles_other_4in_to_8in,mmiles_other_4in_to_8in,mmiles_other_4in_to_8in
main_other_8_to_12_in_miles,,,,over_8_thru_12_7,ot1m_5,ot1m_5,ot1m_5,ot1m_5,ot1m_5,ot1m_5,ot1m_5,ot1m_5,ot1m_5,ot1m_5,ot1m_5,ot1m_5,ot1m_5,ot1m_5,ot1m_5,ot1m_5,ot1m_5,ot1m_5,ot1m_5,ot1m_5,mmiles_other_8in_to_12in,mmiles_other_8in_to_12in,mmiles_other_8in_to_12in,mmiles_other_8in_to_12in,mmiles_other_8in_to_12in,mmiles_other_8in_to_12in,mmiles_other_8in_to_12in,mmiles_other_8in_to_12in,mmiles_other_8in_to_12in,mmiles_other_8in_to_12in,mmiles_other_8in_to_12in,mmiles_other_8in_to_12in,mmiles_other_8in_to_12in,mmiles_other_8in_to_12in,mmiles_other_8in_to_12in
main_other_8_in_miles,8_6,8_6,g7_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_other_10_in_miles,10_6,10_6,g7_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_other_12_in_miles,12_6,12_6,g7_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_other_over_12_in_miles,over_12_6,over_12_6,g7_8,over_12_7,ot1m_6,ot1m_6,ot1m_6,ot1m_6,ot1m_6,ot1m_6,ot1m_6,ot1m_6,ot1m_6,ot1m_6,ot1m_6,ot1m_6,ot1m_6,ot1m_6,ot1m_6,ot1m_6,ot1m_6,ot1m_6,ot1m_6,ot1m_6,mmiles_other_gt12in,mmiles_other_gt12in,mmiles_other_gt12in,mmiles_other_gt12in,mmiles_other_gt12in,mmiles_other_gt12in,mmiles_other_gt12in,mmiles_other_gt12in,mmiles_other_gt12in,mmiles_other_gt12in,mmiles_other_gt12in,mmiles_other_gt12in,mmiles_other_gt12in,mmiles_other_gt12in,mmiles_other_gt12in
main_other_total_miles,total_6,total_6,g7_9,total_9,ot1mt,ot1mt,ot1mt,ot1mt,ot1mt,ot1mt,ot1mt,ot1mt,ot1mt,ot1mt,ot1mt,ot1mt,ot1mt,ot1mt,ot1mt,ot1mt,ot1mt,ot1mt,ot1mt,ot1mt,mmiles_other_total,mmiles_other_total,mmiles_other_total,mmiles_other_total,mmiles_other_total,mmiles_other_total,mmiles_other_total,mmiles_other_total,mmiles_other_total,mmiles_other_total,mmiles_other_total,mmiles_other_total,mmiles_other_total,mmiles_other_total,mmiles_other_total
main_other_alt_unknown_miles,,,,unknown_8,ot2m_1,ot2m_1,ot2m_1,ot2m_1,ot2m_1,ot2m_1,ot2m_1,ot2m_1,ot2m_1,ot2m_1,ot2m_1,ot2m_1,ot2m_1,ot2m_1,ot2m_1,ot2m_1,ot2m_1,ot2m_1,ot2m_1,ot2m_1,,,,,,,,,,,,,,,
main_other_alt_2_in_or_less_miles,,,,2_or_less_8,ot2m_2,ot2m_2,ot2m_2,ot2m_2,ot2m_2,ot2m_2,ot2m_2,ot2m_2,ot2m_2,ot2m_2,ot2m_2,ot2m_2,ot2m_2,ot2m_2,ot2m_2,ot2m_2,ot2m_2,ot2m_2,ot2m_2,ot2m_2,,,,,,,,,,,,,,,
main_other_alt_2_to_4_in_miles,,,,over_2_thru_4_8,ot2m_3,ot2m_3,ot2m_3,ot2m_3,ot2m_3,ot2m_3,ot2m_3,ot2m_3,ot2m_3,ot2m_3,ot2m_3,ot2m_3,ot2m_3,ot2m_3,ot2m_3,ot2m_3,ot2m_3,ot2m_3,ot2m_3,ot2m_3,,,,,,,,,,,,,,,
main_other_alt_4_to_8_in_miles,,,,over_4_thru_8_n8,ot2m_4,ot2m_4,ot2m_4,ot2m_4,ot2m_4,ot2m_4,ot2m_4,ot2m_4,ot2m_4,ot2m_4,ot2m_4,ot2m_4,ot2m_4,ot2m_4,ot2m_4,ot2m_4,ot2m_4,ot2m_4,ot2m_4,ot2m_4,,,,,,,,,,,,,,,
main_other_alt_8_to_12_in_miles,,,,over_8_thru_12_8,ot2m_5,ot2m_5,ot2m_5,ot2m_5,ot2m_5,ot2m_5,ot2m_5,ot2m_5,ot2m_5,ot2m_5,ot2m_5,ot2m_5,ot2m_5,ot2m_5,ot2m_5,ot2m_5,ot2m_5,ot2m_5,ot2m_5,ot2m_5,,,,,,,,,,,,,,,
main_other_alt_over_12_in_miles,,,,over_12_8,ot2m_6,ot2m_6,ot2m_6,ot2m_6,ot2m_6,ot2m_6,ot2m_6,ot2m_6,ot2m_6,ot2m_6,ot2m_6,ot2m_6,ot2m_6,ot2m_6,ot2m_6,ot2m_6,ot2m_6,ot2m_6,ot2m_6,ot2m_6,,,,,,,,,,,,,,,
main_other_alt_total_miles,,,,total_10,ot2mt,ot2mt,ot2mt,ot2mt,ot2mt,ot2mt,ot2mt,ot2mt,ot2mt,ot2mt,ot2mt,ot2mt,ot2mt,ot2mt,ot2mt,ot2mt,ot2mt,ot2mt,ot2mt,ot2mt,,,,,,,,,,,,,,,
main_other_material_detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmiles_other_material_detail,mmiles_other_material_detail,mmiles_other_material_detail,mmiles_other_material_detail,mmiles_other_material_detail,mmiles_other_material_detail,mmiles_other_material_detail,mmiles_other_material_detail,mmiles_other_material_detail,mmiles_other_material_detail
main_reconditioned_cast_iron_unknown_miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmiles_rci_unk,mmiles_rci_unk,mmiles_rci_unk,mmiles_rci_unk,mmiles_rci_unk,mmiles_rci_unk,mmiles_rci_unk,mmiles_rci_unk,mmiles_rci_unk,mmiles_rci_unk
main_reconditioned_cast_iron_2_in_or_less_miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmiles_rci_lt2in,mmiles_rci_lt2in,mmiles_rci_lt2in,mmiles_rci_lt2in,mmiles_rci_lt2in,mmiles_rci_lt2in,mmiles_rci_lt2in,mmiles_rci_lt2in,mmiles_rci_lt2in,mmiles_rci_lt2in
main_reconditioned_cast_iron_2_to_4_in_miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmiles_rci_2in_to_4in,mmiles_rci_2in_to_4in,mmiles_rci_2in_to_4in,mmiles_rci_2in_to_4in,mmiles_rci_2in_to_4in,mmiles_rci_2in_to_4in,mmiles_rci_2in_to_4in,mmiles_rci_2in_to_4in,mmiles_rci_2in_to_4in,mmiles_rci_2in_to_4in
main_reconditioned_cast_iron_4_to_8_in_miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmiles_rci_4in_to_8in,mmiles_rci_4in_to_8in,mmiles_rci_4in_to_8in,mmiles_rci_4in_to_8in,mmiles_rci_4in_to_8in,mmiles_rci_4in_to_8in,mmiles_rci_4in_to_8in,mmiles_rci_4in_to_8in,mmiles_rci_4in_to_8in,mmiles_rci_4in_to_8in
main_reconditioned_cast_iron_8_to_12_in_miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmiles_rci_8in_to_12in,mmiles_rci_8in_to_12in,mmiles_rci_8in_to_12in,mmiles_rci_8in_to_12in,mmiles_rci_8in_to_12in,mmiles_rci_8in_to_12in,mmiles_rci_8in_to_12in,mmiles_rci_8in_to_12in,mmiles_rci_8in_to_12in,mmiles_rci_8in_to_12in
main_reconditioned_cast_iron_over_12_in_miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmiles_rci_gt12in,mmiles_rci_gt12in,mmiles_rci_gt12in,mmiles_rci_gt12in,mmiles_rci_gt12in,mmiles_rci_gt12in,mmiles_rci_gt12in,mmiles_rci_gt12in,mmiles_rci_gt12in,mmiles_rci_gt12in
main_reconditioned_cast_iron_total_miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmiles_rci_total,mmiles_rci_total,mmiles_rci_total,mmiles_rci_total,mmiles_rci_total,mmiles_rci_total,mmiles_rci_total,mmiles_rci_total,mmiles_rci_total,mmiles_rci_total
main_all_materials_unknown_miles,,,,unknown_9,totm_1,totm_1,totm_1,totm_1,totm_1,totm_1,totm_1,totm_1,totm_1,totm_1,totm_1,totm_1,totm_1,totm_1,totm_1,totm_1,totm_1,totm_1,totm_1,totm_1,,,,,,mmiles_unk_total,mmiles_unk_total,mmiles_unk_total,mmiles_unk_total,mmiles_unk_total,mmiles_unk_total,mmiles_unk_total,mmiles_unk_total,mmiles_unk_total,mmiles_unk_total
main_all_materials_1_in_or_less_miles,1_or_less_7,1_or_less_7,g8_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_all_materials_1_to_2_in_miles,over_1_thru_2_7,over_1_thru_2_7,g8_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_all_materials_2_in_or_less_miles,,,,2_or_less_9,totm_2,totm_2,totm_2,totm_2,totm_2,totm_2,totm_2,totm_2,totm_2,totm_2,totm_2,totm_2,totm_2,totm_2,totm_2,totm_2,totm_2,totm_2,totm_2,totm_2,,,,,,mmiles_lt2in_total,mmiles_lt2in_total,mmiles_lt2in_total,mmiles_lt2in_total,mmiles_lt2in_total,mmiles_lt2in_total,mmiles_lt2in_total,mmiles_lt2in_total,mmiles_lt2in_total,mmiles_lt2in_total
main_all_materials_2_to_4_in_miles,over_2_thru_4_7,over_2_thru_4_7,g8_3,over_2_thru_4_9,totm_3,totm_3,totm_3,totm_3,totm_3,totm_3,totm_3,totm_3,totm_3,totm_3,totm_3,totm_3,totm_3,totm_3,totm_3,totm_3,totm_3,totm_3,totm_3,totm_3,,,,,,mmiles_2in_to_4in_total,mmiles_2in_to_4in_total,mmiles_2in_to_4in_total,mmiles_2in_to_4in_total,mmiles_2in_to_4in_total,mmiles_2in_to_4in_total,mmiles_2in_to_4in_total,mmiles_2in_to_4in_total,mmiles_2in_to_4in_total,mmiles_2in_to_4in_total
main_all_materials_4_to_6_in_miles,over_4_thru_6_7,over_4_thru_6_7,g8_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
