year_index,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
offshore_gathering_pre_1940_miles,,,,,,,,,,,,b3goff_2,b3goff_2,b3goff_2,b3goff_2,b3goff_2,b3goff_2,b3goff_2,b3goff_2,b3goff_2,partjgoffpre1940,partjgoffpre1940,partjgoffpre1940,partjgoffpre1940,partjgoffpre1940,partjgoffpre1940,partjgoffpre1940,partjgoffpre1940,partjgoffpre1940,partjgoffpre1940,partjgoffpre1940,partjgoffpre1940,partjgoffpre1940
offshore_gathering_1940_1949_miles,,,,,,,,,,,,b3goff_3,b3goff_3,b3goff_3,b3goff_3,b3goff_3,b3goff_3,b3goff_3,b3goff_3,b3goff_3,partjgoff194049,partjgoff194049,partjgoff194049,partjgoff194049,partjgoff194049,partjgoff194049,partjgoff194049,partjgoff194049,partjgoff194049,partjgoff194049,partjgoff194049,partjgoff194049,partjgoff194049
offshore_gathering_1950_1959_miles,,,,,,,,,,,,b3goff_4,b3goff_4,b3goff_4,b3goff_4,b3goff_4,b3goff_4,b3goff_4,b3goff_4,b3goff_4,partjgoff195059,partjgoff195059,partjgoff195059,partjgoff195059,partjgoff195059,partjgoff195059,partjgoff195059,partjgoff195059,partjgoff195059,partjgoff195059,partjgoff195059,partjgoff195059,partjgoff195059
offshore_gathering_1960_1969_miles,,,,,,,,,,,,b3goff_5,b3goff_5,b3goff_5,b3goff_5,b3goff_5,b3goff_5,b3goff_5,b3goff_5,b3goff_5,partjgoff196069,partjgoff196069,partjgoff196069,partjgoff196069,partjgoff196069,partjgoff196069,partjgoff196069,partjgoff196069,partjgoff196069,partjgoff196069,partjgoff196069,partjgoff196069,partjgoff196069
offshore_gathering_1970_1979_miles,,,,,,,,,,,,b3goff_6,b3goff_6,b3goff_6,b3goff_6,b3goff_6,b3goff_6,b3goff_6,b3goff_6,b3goff_6,partjgoff197079,partjgoff197079,partjgoff197079,partjgoff197079,partjgoff197079,partjgoff197079,partjgoff197079,partjgoff197079,partjgoff197079,partjgoff197079,partjgoff197079,partjgoff197079,partjgoff197079
offshore_gathering_1980_1989_miles,,,,,,,,,,,,b3goff_7,b3goff_7,b3goff_7,b3goff_7,b3goff_7,b3goff_7,b3goff_7,b3goff_7,b3goff_7,partjgoff198089,partjgoff198089,partjgoff198089,partjgoff198089,partjgoff198089,partjgoff198089,partjgoff198089,partjgoff198089,partjgoff198089,partjgoff198089,partjgoff198089,partjgoff198089,partjgoff198089
offshore_gathering_1990_1999_miles,,,,,,,,,,,,b3goff_8,b3goff_8,b3goff_8,b3goff_8,b3goff_8,b3goff_8,b3goff_8,b3goff_8,b3goff_8,partjgoff199099,partjgoff199099,partjgoff199099,partjgoff199099,partjgoff199099,partjgoff199099,partjgoff199099,partjgoff199099,partjgoff199099,partjgoff199099,partjgoff199099,partjgoff199099,partjgoff199099
offshore_gathering_2000_2009_miles,,,,,,,,,,,,b3goff_9,b3goff_9,b3goff_9,b3goff_9,b3goff_9,b3goff_9,b3goff_9,b3goff_9,b3goff_9,partjgoff200009,partjgoff200009,partjgoff200009,partjgoff200009,partjgoff200009,partjgoff200009,partjgoff200009,partjgoff200009,partjgoff200009,partjgoff200009,partjgoff200009,partjgoff200009,partjgoff200009
offshore_gathering_2010_2019_miles,,,,,,,,,,,,,,,,,,,,,partjgoff201019,partjgoff201019,partjgoff201019,partjgoff201019,partjgoff201019,partjgoff201019,partjgoff201019,partjgoff201019,partjgoff201019,partjgoff201019,partjgoff201019,partjgoff201019,partjgoff201019
offshore_gathering_2020_2029_miles,,,,,,,,,,,,,,,,,,,,,partjgoff202029,partjgoff202029,partjgoff202029,partjgoff202029,partjgoff202029,partjgoff202029,partjgoff202029,partjgoff202029,partjgoff202029,partjgoff202029,partjgoff202029,partjgoff202029,partjgoff202029
offshore_gathering_total_miles,,,,,,,,,,,,b3goff_t,b3goff_t,b3goff_t,b3goff_t,b3goff_t,b3goff_t,b3goff_t,b3goff_t,b3goff_t,partjgofftotal,partjgofftotal,partjgofftotal,partjgofftotal,partjgofftotal,partjgofftotal,partjgofftotal,partjgofftotal,partjgofftotal,partjgofftotal,partjgofftotal,partjgofftotal,partjgofftotal
total_gathering_unknown_miles,,,,,,,,,,,,,,,,,,,,,partjgunkwntot,partjgunkwntot,partjgunkwntot,partjgunkwntot,partjgunkwntot,partjgunkwntot,partjgunkwntot,partjgunkwntot,partjgunkwntot,partjgunkwntot,partjgunkwntot,partjgunkwntot,partjgunkwntot
total_gathering_pre_1940_miles,,,,,,,,,,,,,,,,,,,,,partjgpre1940tot,partjgpre1940tot,partjgpre1940tot,partjgpre1940tot,partjgpre1940tot,partjgpre1940tot,partjgpre1940tot,partjgpre1940tot,partjgpre1940tot,partjgpre1940tot,partjgpre1940tot,partjgpre1940tot,partjgpre1940tot
total_gathering_1940_1949_miles,,,,,,,,,,,,,,,,,,,,,partjg194049tot,partjg194049tot,partjg194049tot,partjg194049tot,partjg194049tot,partjg194049tot,partjg194049tot,partjg194049tot,partjg194049tot,partjg194049tot,partjg194049tot,partjg194049tot,partjg194049tot
total_gathering_1950_1959_miles,,,,,,,,,,,,,,,,,,,,,partjg195059tot,partjg195059tot,partjg195059tot,partjg195059tot,partjg195059tot,partjg195059tot,partjg195059tot,partjg195059tot,partjg195059tot,partjg195059tot,partjg195059tot,partjg195059tot,partjg195059tot
total_gathering_1960_1969_miles,,,,,,,,,,,,,,,,,,,,,partjg196069tot,partjg196069tot,partjg196069tot,partjg196069tot,partjg196069tot,partjg196069tot,partjg196069tot,partjg196069tot,partjg196069tot,partjg196069tot,partjg196069tot,partjg196069tot,partjg196069tot
total_gathering_1970_1979_miles,,,,,,,,,,,,,,,,,,,,,partjg197079tot,partjg197079tot,partjg197079tot,partjg197079tot,partjg197079tot,partjg197079tot,partjg197079tot,partjg197079tot,partjg197079tot,partjg197079tot,partjg197079tot,partjg197079tot,partjg197079tot
total_gathering_1980_1989_miles,,,,,,,,,,,,,,,,,,,,,partjg198089tot,partjg198089tot,partjg198089tot,partjg198089tot,partjg198089tot,partjg198089tot,partjg198089tot,partjg198089tot,partjg198089tot,partjg198089tot,partjg198089tot,partjg198089tot,partjg198089tot
total_gathering_1990_1999_miles,,,,,,,,,,,,,,,,,,,,,partjg199099tot,partjg199099tot,partjg199099tot,partjg199099tot,partjg199099tot,partjg199099tot,partjg199099tot,partjg199099tot,partjg199099tot,partjg199099tot,partjg199099tot,partjg199099tot,partjg199099tot
total_gathering_2000_2009_miles,,,,,,,,,,,,,,,,,,,,,partjg200009tot,partjg200009tot,partjg200009tot,partjg200009tot,partjg200009tot,partjg200009tot,partjg200009tot,partjg200009tot,partjg200009tot,partjg200009tot,partjg200009tot,partjg200009tot,partjg200009tot
total_gathering_2010_2019_miles,,,,,,,,,,,,,,,,,,,,,partjg201019tot,partjg201019tot,partjg201019tot,partjg201019tot,partjg201019tot,partjg201019tot,partjg201019tot,partjg201019tot,partjg201019tot,partjg201019tot,partjg201019tot,partjg201019tot,partjg201019tot
total_gathering_2020_2029_miles,,,,,,,,,,,,,,,,,,,,,partjg202029tot,partjg202029tot,partjg202029tot,partjg202029tot,partjg202029tot,partjg202029tot,partjg202029tot,partjg202029tot,partjg202029tot,partjg202029tot,partjg202029tot,partjg202029tot,partjg202029tot
total_gathering_total_miles,,,,,,,,,,,,,,,,,,,,,partjgtotal,partjgtotal,partjgtotal,partjgtotal,partjgtotal,partjgtotal,partjgtotal,partjgtotal,partjgtotal,partjgtotal,partjgtotal,partjgtotal,partjgtotal
total_total_unknown_miles,,,,,,,,,,,,b3total_1,b3total_1,b3total_1,b3total_1,b3total_1,b3total_1,b3total_1,b3total_1,b3total_1,partjunkwntot,partjunkwntot,partjunkwntot,partjunkwntot,partjunkwntot,partjunkwntot,partjunkwntot,partjunkwntot,partjunkwntot,partjunkwntot,partjunkwntot,partjunkwntot,partjunkwntot
total_total_pre_1940_miles,,,,,,,,,,,,b3total_2,b3total_2,b3total_2,b3total_2,b3total_2,b3total_2,b3total_2,b3total_2,b3total_2,partjpre1940tot,partjpre1940tot,partjpre1940tot,partjpre1940tot,partjpre1940tot,partjpre1940tot,partjpre1940tot,partjpre1940tot,partjpre1940tot,partjpre1940tot,partjpre1940tot,partjpre1940tot,partjpre1940tot
total_total_1940_1949_miles,,,,,,,,,,,,b3total_3,b3total_3,b3total_3,b3total_3,b3total_3,b3total_3,b3total_3,b3total_3,b3total_3,partj194049tot,partj194049tot,partj194049tot,partj194049tot,partj194049tot,partj194049tot,partj194049tot,partj194049tot,partj194049tot,partj194049tot,partj194049tot,partj194049tot,partj194049tot
total_total_1950_1959_miles,,,,,,,,,,,,b3total_4,b3total_4,b3total_4,b3total_4,b3total_4,b3total_4,b3total_4,b3total_4,b3total_4,partj195059tot,partj195059tot,partj195059tot,partj195059tot,partj195059tot,partj195059tot,partj195059tot,partj195059tot,partj195059tot,partj195059tot,partj195059tot,partj195059tot,partj195059tot
total_total_1960_1969_miles,,,,,,,,,,,,b3total_5,b3total_5,b3total_5,b3total_5,b3total_5,b3total_5,b3total_5,b3total_5,b3total_5,partj196069tot,partj196069tot,partj196069tot,partj196069tot,partj196069tot,partj196069tot,partj196069tot,partj196069tot,partj196069tot,partj196069tot,partj196069tot,partj196069tot,partj196069tot
total_total_1970_1979_miles,,,,,,,,,,,,b3total_6,b3total_6,b3total_6,b3total_6,b3total_6,b3total_6,b3total_6,b3total_6,b3total_6,partj197079tot,partj197079tot,partj197079tot,partj197079tot,partj197079tot,partj197079tot,partj197079tot,partj197079tot,partj197079tot,partj197079tot,partj197079tot,partj197079tot,partj197079tot
total_total_1980_1989_miles,,,,,,,,,,,,b3total_7,b3total_7,b3total_7,b3total_7,b3total_7,b3total_7,b3total_7,b3total_7,b3total_7,partj198089tot,partj198089tot,partj198089tot,partj198089tot,partj198089tot,partj198089tot,partj198089tot,partj198089tot,partj198089tot,partj198089tot,partj198089tot,partj198089tot,partj198089tot
total_total_1990_1999_miles,,,,,,,,,,,,b3total_8,b3total_8,b3total_8,b3total_8,b3total_8,b3total_8,b3total_8,b3total_8,b3total_8,partj199099tot,partj199099tot,partj199099tot,partj199099tot,partj199099tot,partj199099tot,partj199099tot,partj199099tot,partj199099tot,partj199099tot,partj199099tot,partj199099tot,partj199099tot
total_total_2000_2009_miles,,,,,,,,,,,,b3total_9,b3total_9,b3total_9,b3total_9,b3total_9,b3total_9,b3total_9,b3total_9,b3total_9,partj200009tot,partj200009tot,partj200009tot,partj200009tot,partj200009tot,partj200009tot,partj200009tot,partj200009tot,partj200009tot,partj200009tot,partj200009tot,partj200009tot,partj200009tot
total_total_2010_2019_miles,,,,,,,,,,,,,,,,,,,,,partj201019tot,partj201019tot,partj201019tot,partj201019tot,partj201019tot,partj201019tot,partj201019tot,partj201019tot,partj201019tot,partj201019tot,partj201019tot,partj201019tot,partj201019tot
total_total_2020_2029_miles,,,,,,,,,,,,,,,,,,,,,partj202029tot,partj202029tot,partj202029tot,partj202029tot,partj202029tot,partj202029tot,partj202029tot,partj202029tot,partj202029tot,partj202029tot,partj202029tot,partj202029tot,partj202029tot
total_total_total_miles,,,,,,,,,,,,b3total_t,b3total_t,b3total_t,b3total_t,b3total_t,b3total_t,b3total_t,b3total_t,b3total_t,partjtotal,partjtotal,partjtotal,partjtotal,partjtotal,partjtotal,partjtotal,partjtotal,partjtotal,partjtotal,partjtotal,partjtotal,partjtotal
