plant_id_epa,emissions_unit_id_epa,plant_id_eia,max_gross_load_mw,min_stable_level,min_up_time_hr,min_down_time_hr,heat_rate_at_max_load_factor_mmbtu_per_mwh,heat_rate_at_min_stable_level_mmbtu_per_mwh,ramp_up_rate_fraction_of_max_gross_load_per_min,ramp_down_rate_fraction_of_max_gross_load_per_min,load_factor_bins
55151,CTG-2,55151,265.0,0.2,1.0,1.0,7.05,9.64,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.1, 0.2], (0.2, 0.3], (0.3, 0.4], ..., (0.5, 0.6], (0.6, 0.7], (0.9, 1.0], (0.8, 0.9], (0.7, 0.8]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55182,CTG1,55182,307.0,0.5,1.0,1.0,6.91,7.07,0.01,-0.01,"[(0.7, 0.8], (0.8, 0.9], (0.3, 0.4], NaN, (0.5, 0.6], ..., (0.9, 1.0], (0.6, 0.7], (-0.001, 0.1], (0.2, 0.3], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55182,CTG2,55182,312.0,0.4,1.0,1.0,6.81,7.33,0.01,-0.01,"[(0.7, 0.8], (0.4, 0.5], NaN, (0.3, 0.4], (0.8, 0.9], ..., (0.2, 0.3], (0.6, 0.7], (0.1, 0.2], (0.5, 0.6], (-0.001, 0.1]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55217,X724,55217,317.0,0.505,2.0,1.0,6.84,7.1,0.0,-0.0,"[NaN, (0.00847, 0.109], (0.109, 0.208], (0.406, 0.505], (0.802, 0.901], ..., (0.604, 0.703], (0.505, 0.604], (0.901, 1.0], (0.307, 0.406], (0.208, 0.307]]
Length: 11
Categories (10, interval[float64, right]): [(0.00847, 0.109] < (0.109, 0.208] < (0.208, 0.307] < (0.307, 0.406] ... (0.604, 0.703] < (0.703, 0.802] < (0.802, 0.901] < (0.901, 1.0]]"
55217,X725,55217,317.0,0.5,1.0,1.0,6.8,7.1,0.0,-0.0,"[(0.8, 0.9], (0.9, 1.0], (0.6, 0.7], (0.7, 0.8], (0.5, 0.6], ..., (0.1, 0.2], (0.4, 0.5], (0.3, 0.4], (-0.001, 0.1], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55295,2,55295,260.0,0.2,1.0,1.0,7.32,13.99,0.0,-0.0,"[(0.3, 0.4], (0.2, 0.3], NaN, (-0.001, 0.1], (0.4, 0.5], ..., (0.6, 0.7], (0.1, 0.2], (0.7, 0.8], (0.9, 1.0], (0.8, 0.9]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55295,1,55295,258.0,0.2,1.0,1.0,7.34,13.73,0.0,-0.0,"[NaN, (-0.001, 0.1], (0.1, 0.2], (0.3, 0.4], (0.4, 0.5], ..., (0.5, 0.6], (0.2, 0.3], (0.7, 0.8], (0.8, 0.9], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55333,1,55333,308.0,0.6,1.0,2.0,6.86,7.0,0.0,-0.0,"[(0.8, 0.9], (0.6, 0.7], NaN, (0.1, 0.2], (0.3, 0.4], ..., (0.9, 1.0], (0.2, 0.3], (0.5, 0.6], (-0.001, 0.1], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55333,2,55333,297.0,0.6,1.0,1.0,6.85,6.94,0.0,-0.0,"[(0.8, 0.9], (0.6, 0.7], (0.7, 0.8], NaN, (0.1, 0.2], ..., (0.2, 0.3], (0.9, 1.0], (0.5, 0.6], (-0.001, 0.1], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55333,3,55333,296.0,0.6,1.0,1.0,6.97,7.05,0.0,-0.0,"[NaN, (0.8, 0.9], (0.6, 0.7], (0.3, 0.4], (-0.001, 0.1], ..., (0.4, 0.5], (0.7, 0.8], (0.1, 0.2], (0.9, 1.0], (0.5, 0.6]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55345,CTG-1,55345,307.0,0.4,2.0,1.0,7.0,7.5,0.01,-0.01,"[NaN, (0.3, 0.4], (0.7, 0.8], (0.8, 0.9], (-0.001, 0.1], ..., (0.5, 0.6], (0.1, 0.2], (0.4, 0.5], (0.6, 0.7], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55345,CTG-2,55345,315.0,0.1,1.0,1.0,6.96,12.27,0.0,-0.01,"[NaN, (0.1, 0.2], (0.7, 0.8], (0.8, 0.9], (0.3, 0.4], ..., (0.5, 0.6], (0.4, 0.5], (0.2, 0.3], (-0.001, 0.1], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55393,1,55393,302.0,0.6,1.0,1.0,7.01,7.19,0.01,-0.0,"[NaN, (-0.001, 0.1], (0.3, 0.4], (0.7, 0.8], (0.8, 0.9], ..., (0.2, 0.3], (0.6, 0.7], (0.1, 0.2], (0.9, 1.0], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55400,CTG-1,55400,288.0,0.6,1.0,1.0,6.14,6.45,0.0,-0.0,"[(0.8, 0.9], (0.7, 0.8], (0.9, 1.0], (0.2, 0.3], NaN, ..., (0.4, 0.5], (0.6, 0.7], (0.3, 0.4], (-0.001, 0.1], (0.5, 0.6]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55400,CTG-2,55400,285.0,0.7,1.0,1.0,6.2,6.72,0.0,-0.0,"[(0.8, 0.9], (0.7, 0.8], (0.9, 1.0], (0.3, 0.4], NaN, ..., (0.2, 0.3], (-0.001, 0.1], (0.6, 0.7], (0.4, 0.5], (0.5, 0.6]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55393,2,55393,335.0,0.5,1.0,1.0,6.17,7.24,0.0,-0.0,"[(0.7, 0.8], (0.5, 0.6], (0.6, 0.7], (-0.001, 0.1], NaN, ..., (0.1, 0.2], (0.2, 0.3], (0.4, 0.5], (0.8, 0.9], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55499,GT-1,55499,51.0,0.8,1.0,1.0,10.33,10.4,0.01,-0.01,"[NaN, (0.8, 0.9], (0.6, 0.7], (0.7, 0.8], (0.9, 1.0], ..., (0.1, 0.2], (0.3, 0.4], (-0.001, 0.1], (0.2, 0.3], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55510,GT-1,55510,50.0,0.4,1.0,1.0,10.35,10.89,0.01,-0.01,"[NaN, (0.7, 0.8], (0.8, 0.9], (0.6, 0.7], (0.3, 0.4], ..., (-0.001, 0.1], (0.1, 0.2], (0.4, 0.5], (0.9, 1.0], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55512,GT-1,55512,45.0,0.4,1.0,1.0,10.77,11.43,0.01,-0.01,"[NaN, (0.4, 0.5], (0.5, 0.6], (-0.001, 0.1], (0.3, 0.4], ..., (0.1, 0.2], (0.9, 1.0], (0.6, 0.7], (0.7, 0.8], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55513,GT-1,55513,49.0,0.8,1.0,1.0,10.36,10.51,0.01,-0.01,"[NaN, (0.7, 0.8], (0.9, 1.0], (0.6, 0.7], (0.8, 0.9], ..., (0.2, 0.3], (0.5, 0.6], (-0.001, 0.1], (0.3, 0.4], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55508,GT-1,55508,52.0,0.4,1.0,1.0,10.34,11.16,0.01,-0.01,"[NaN, (0.4, 0.5], (0.7, 0.8], (0.8, 0.9], (0.3, 0.4], ..., (0.2, 0.3], (0.1, 0.2], (0.6, 0.7], (0.9, 1.0], (0.5, 0.6]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55518,CTG1,55518,312.0,0.5,1.0,2.0,6.97,7.39,0.01,-0.0,"[NaN, (-0.001, 0.1], (0.2, 0.3], (0.8, 0.9], (0.7, 0.8], ..., (0.5, 0.6], (0.3, 0.4], (0.1, 0.2], (0.4, 0.5], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55518,CTG2,55518,308.0,0.5,1.0,1.0,6.93,7.41,0.01,-0.0,"[NaN, (-0.001, 0.1], (0.3, 0.4], (0.8, 0.9], (0.7, 0.8], ..., (0.6, 0.7], (0.1, 0.2], (0.4, 0.5], (0.2, 0.3], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55518,CTG3,55518,311.0,0.5,1.0,1.0,6.97,7.42,0.01,-0.0,"[NaN, (-0.001, 0.1], (0.2, 0.3], (0.4, 0.5], (0.8, 0.9], ..., (0.5, 0.6], (0.6, 0.7], (0.3, 0.4], (0.1, 0.2], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55538,CTG1,55538,50.0,0.8,1.0,1.0,9.56,9.78,0.01,-0.02,"[NaN, (0.5, 0.6], (0.4, 0.5], (0.8, 0.9], (0.9, 1.0], ..., (0.1, 0.2], (0.6, 0.7], (0.7, 0.8], (-0.001, 0.1], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55540,1A,55540,20.0,0.7,1.0,1.0,15.44,16.7,0.01,-0.01,"[NaN, (0.3, 0.4], (0.7, 0.8], (0.1, 0.2], (0.4, 0.5], ..., (0.8, 0.9], (0.2, 0.3], (0.5, 0.6], (-0.001, 0.1], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55540,1B,55540,20.0,0.7,1.0,1.0,15.39,16.63,0.01,-0.01,"[NaN, (0.3, 0.4], (0.7, 0.8], (0.2, 0.3], (0.4, 0.5], ..., (0.5, 0.6], (0.6, 0.7], (-0.001, 0.1], (0.9, 1.0], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55541,1,55541,46.0,0.8,1.0,1.0,10.01,10.3,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.4, 0.5], (0.6, 0.7], (0.7, 0.8], ..., (0.3, 0.4], (0.1, 0.2], (0.8, 0.9], (0.2, 0.3], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55541,2,55541,46.0,0.8,1.0,1.0,9.91,10.19,0.01,-0.01,"[NaN, (0.5, 0.6], (0.7, 0.8], (0.8, 0.9], (-0.001, 0.1], ..., (0.1, 0.2], (0.9, 1.0], (0.4, 0.5], (0.2, 0.3], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55541,3,55541,47.0,0.8,1.0,1.0,10.11,10.05,0.01,-0.01,"[NaN, (0.5, 0.6], (0.6, 0.7], (0.8, 0.9], (0.7, 0.8], ..., (-0.001, 0.1], (0.1, 0.2], (0.3, 0.4], (0.9, 1.0], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55542,2,55542,50.0,0.8,1.0,1.0,9.76,10.03,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.5, 0.6], (0.1, 0.2], (0.8, 0.9], ..., (0.2, 0.3], (0.6, 0.7], (0.7, 0.8], (0.3, 0.4], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55542,1,55542,50.0,0.7,1.0,1.0,9.81,10.37,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.6, 0.7], (0.5, 0.6], (0.8, 0.9], ..., (0.3, 0.4], (0.4, 0.5], (0.1, 0.2], (0.2, 0.3], (0.7, 0.8]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55625,UNIT1,55625,50.0,0.9,1.0,1.0,9.86,9.86,0.01,-0.01,"[NaN, (0.5, 0.6], (0.3, 0.4], (0.4, 0.5], (0.6, 0.7], ..., (0.7, 0.8], (0.9, 1.0], (-0.001, 0.1], (0.1, 0.2], (0.8, 0.9]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55626,UNIT1,55626,48.0,0.9,1.0,1.0,9.86,9.86,0.01,-0.02,"[NaN, (0.4, 0.5], (0.7, 0.8], (0.3, 0.4], (0.1, 0.2], ..., (0.6, 0.7], (0.8, 0.9], (0.9, 1.0], (-0.001, 0.1], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55627,UNIT1,55627,49.0,0.9,1.0,1.0,9.93,9.93,0.01,-0.01,"[NaN, (0.4, 0.5], (0.8, 0.9], (0.3, 0.4], (0.1, 0.2], ..., (0.5, 0.6], (0.6, 0.7], (0.9, 1.0], (0.7, 0.8], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55656,CT001,55656,238.0,0.4,1.0,1.0,8.63,10.76,0.01,-0.01,"[(0.9, 1.0], (0.8, 0.9], (0.6, 0.7], (-0.001, 0.1], NaN, ..., (0.7, 0.8], (0.5, 0.6], (0.4, 0.5], (0.3, 0.4], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55656,CT002,55656,251.0,0.4,1.0,1.0,8.53,10.45,0.01,-0.01,"[(0.8, 0.9], (0.9, 1.0], (0.7, 0.8], (0.5, 0.6], (-0.001, 0.1], ..., (0.1, 0.2], (0.4, 0.5], (0.6, 0.7], (0.3, 0.4], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55656,CT004,55656,270.0,0.2,1.0,1.0,7.35,12.48,0.01,-0.01,"[(0.9, 1.0], (0.7, 0.8], (0.4, 0.5], NaN, (0.1, 0.2], ..., (0.8, 0.9], (0.5, 0.6], (0.2, 0.3], (0.6, 0.7], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55698,HEP1,55698,50.0,0.8,1.0,1.0,8.95,9.18,0.01,-0.01,"[NaN, (0.3, 0.4], (0.5, 0.6], (0.7, 0.8], (0.4, 0.5], ..., (0.9, 1.0], (-0.001, 0.1], (0.6, 0.7], (0.8, 0.9], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55698,HEP2,55698,50.0,0.8,1.0,1.0,9.25,9.35,0.01,-0.01,"[NaN, (0.4, 0.5], (0.9, 1.0], (0.8, 0.9], (0.3, 0.4], ..., (0.7, 0.8], (0.6, 0.7], (-0.001, 0.1], (0.5, 0.6], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55748,CTG4,55748,78.0,0.3,1.0,1.0,7.97,11.06,0.01,-0.01,"[NaN, (0.3, 0.4], (0.4, 0.5], (0.5, 0.6], (0.1, 0.2], ..., (-0.001, 0.1], (0.7, 0.8], (0.6, 0.7], (0.8, 0.9], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55748,CTG2,55748,77.0,0.4,1.0,1.0,7.92,8.84,0.01,-0.01,"[NaN, (0.1, 0.2], (0.5, 0.6], (0.3, 0.4], (0.4, 0.5], ..., (0.6, 0.7], (0.8, 0.9], (0.9, 1.0], (0.7, 0.8], (-0.001, 0.1]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55748,CTG1,55748,80.0,0.3,1.0,1.0,7.92,10.72,0.01,-0.01,"[NaN, (0.1, 0.2], (0.3, 0.4], (0.4, 0.5], (0.7, 0.8], ..., (-0.001, 0.1], (0.6, 0.7], (0.8, 0.9], (0.9, 1.0], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55807,HPP2,55807,50.0,0.8,1.0,1.0,9.19,9.3,0.01,-0.01,"[NaN, (0.3, 0.4], (0.4, 0.5], (0.9, 1.0], (0.8, 0.9], ..., (0.7, 0.8], (0.6, 0.7], (0.5, 0.6], (0.1, 0.2], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55748,CTG3,55748,80.0,0.4,1.0,1.0,7.97,9.18,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.4, 0.5], (0.2, 0.3], (0.5, 0.6], ..., (0.6, 0.7], (0.7, 0.8], (0.1, 0.2], (0.8, 0.9], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55807,HPP1,55807,50.0,0.4,1.0,1.0,9.24,11.09,0.01,-0.01,"[NaN, (0.3, 0.4], (0.4, 0.5], (0.8, 0.9], (0.9, 1.0], ..., (0.6, 0.7], (0.7, 0.8], (0.5, 0.6], (0.1, 0.2], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55810,S-3,55810,49.0,0.9,1.0,1.0,8.4,8.4,0.01,-0.01,"[NaN, (0.4, 0.5], (0.3, 0.4], (0.1, 0.2], (-0.001, 0.1], ..., (0.9, 1.0], (0.2, 0.3], (0.7, 0.8], (0.5, 0.6], (0.6, 0.7]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55810,S-4,55810,48.0,0.9,1.0,1.0,9.71,9.71,0.01,-0.02,"[NaN, (0.4, 0.5], (0.6, 0.7], (0.3, 0.4], (0.1, 0.2], ..., (0.8, 0.9], (0.9, 1.0], (0.2, 0.3], (-0.001, 0.1], (0.7, 0.8]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55810,S-5,55810,49.0,0.9,1.0,1.0,9.35,9.35,0.01,-0.01,"[NaN, (0.4, 0.5], (0.3, 0.4], (0.1, 0.2], (-0.001, 0.1], ..., (0.5, 0.6], (0.7, 0.8], (0.6, 0.7], (0.9, 1.0], (0.8, 0.9]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55847,UNIT1,55847,49.0,0.4,1.0,1.0,10.01,12.59,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.7, 0.8], (0.3, 0.4], (0.8, 0.9], ..., (0.4, 0.5], (0.2, 0.3], (0.5, 0.6], (0.1, 0.2], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55855,UNIT1,55855,50.0,0.8,1.0,1.0,9.97,10.11,0.01,-0.01,"[NaN, (0.5, 0.6], (0.9, 1.0], (0.6, 0.7], (0.3, 0.4], ..., (-0.001, 0.1], (0.7, 0.8], (0.2, 0.3], (0.8, 0.9], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55933,TPP1,55933,175.0,0.5,1.0,1.0,8.18,8.0,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.3, 0.4], (0.6, 0.7], (0.7, 0.8], ..., (0.1, 0.2], (0.2, 0.3], (0.8, 0.9], (0.4, 0.5], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55933,TPP2,55933,173.0,0.5,1.0,1.0,8.18,7.96,0.01,-0.01,"[NaN, (0.1, 0.2], (0.3, 0.4], (0.6, 0.7], (0.2, 0.3], ..., (-0.001, 0.1], (0.7, 0.8], (0.4, 0.5], (0.8, 0.9], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
