plant_id_epa,emissions_unit_id_epa,plant_id_eia,max_gross_load_mw,min_stable_level,min_up_time_hr,min_down_time_hr,heat_rate_at_max_load_factor_mmbtu_per_mwh,heat_rate_at_min_stable_level_mmbtu_per_mwh,ramp_up_rate_fraction_of_max_gross_load_per_min,ramp_down_rate_fraction_of_max_gross_load_per_min,load_factor_bins
57482,2,57482,108.0,0.4,1.0,1.0,8.73,10.53,0.01,-0.01,"[NaN, (0.5, 0.6], (0.7, 0.8], (0.2, 0.3], (0.4, 0.5], ..., (0.3, 0.4], (0.8, 0.9], (-0.001, 0.1], (0.9, 1.0], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57267,3,57267,205.0,0.5,1.0,1.0,10.68,11.85,0.01,-0.01,"[NaN, (0.3, 0.4], (0.5, 0.6], (0.6, 0.7], (-0.001, 0.1], ..., (0.9, 1.0], (0.4, 0.5], (0.8, 0.9], (0.7, 0.8], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57267,4,57267,207.0,0.5,1.0,1.0,10.55,11.86,0.01,-0.01,"[NaN, (0.4, 0.5], (0.2, 0.3], (0.6, 0.7], (0.3, 0.4], ..., (0.7, 0.8], (0.9, 1.0], (-0.001, 0.1], (0.8, 0.9], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57267,2,57267,206.0,0.515,1.0,1.0,10.67,11.89,0.01,-0.01,"[NaN, (0.709, 0.806], (0.903, 1.0], (0.806, 0.903], (0.515, 0.612], ..., (0.223, 0.32], (0.612, 0.709], (0.126, 0.223], (0.417, 0.515], (0.0282, 0.126]]
Length: 11
Categories (10, interval[float64, right]): [(0.0282, 0.126] < (0.126, 0.223] < (0.223, 0.32] < (0.32, 0.417] ... (0.612, 0.709] < (0.709, 0.806] < (0.806, 0.903] < (0.903, 1.0]]"
57482,3,57482,109.0,0.4,1.0,1.0,8.95,10.58,0.01,-0.01,"[NaN, (0.4, 0.5], (0.6, 0.7], (0.8, 0.9], (0.5, 0.6], ..., (0.2, 0.3], (-0.001, 0.1], (0.3, 0.4], (0.9, 1.0], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57482,4,57482,110.0,0.4,1.0,1.0,8.81,10.55,0.01,-0.01,"[NaN, (0.5, 0.6], (0.6, 0.7], (0.7, 0.8], (0.3, 0.4], ..., (-0.001, 0.1], (0.8, 0.9], (0.2, 0.3], (0.9, 1.0], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57482,5,57482,110.0,0.4,1.0,1.0,8.75,10.56,0.01,-0.01,"[NaN, (0.6, 0.7], (0.3, 0.4], (0.7, 0.8], (0.5, 0.6], ..., (0.4, 0.5], (0.8, 0.9], (0.2, 0.3], (0.9, 1.0], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57482,6,57482,109.0,0.4,1.0,1.0,8.82,10.58,0.01,-0.01,"[NaN, (0.7, 0.8], (0.3, 0.4], (0.4, 0.5], (0.6, 0.7], ..., (0.8, 0.9], (-0.001, 0.1], (0.2, 0.3], (0.9, 1.0], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57482,7,57482,108.0,0.4,1.0,1.0,8.75,10.55,0.01,-0.01,"[NaN, (0.6, 0.7], (0.4, 0.5], (0.7, 0.8], (0.5, 0.6], ..., (0.3, 0.4], (0.8, 0.9], (0.9, 1.0], (0.2, 0.3], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57482,8,57482,111.0,0.4,1.0,1.0,8.72,10.51,0.01,-0.01,"[NaN, (0.7, 0.8], (0.6, 0.7], (-0.001, 0.1], (0.2, 0.3], ..., (0.5, 0.6], (0.4, 0.5], (0.1, 0.2], (0.9, 1.0], (0.8, 0.9]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57483,GT-1,57483,51.0,0.4,1.0,1.0,9.45,10.68,0.01,-0.02,"[NaN, (0.5, 0.6], (0.4, 0.5], (0.3, 0.4], (0.6, 0.7], ..., (0.9, 1.0], (0.7, 0.8], (0.2, 0.3], (-0.001, 0.1], (0.8, 0.9]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57483,GT-2,57483,51.0,0.4,1.0,1.0,9.39,10.76,0.01,-0.02,"[NaN, (0.5, 0.6], (0.3, 0.4], (-0.001, 0.1], (0.4, 0.5], ..., (0.6, 0.7], (0.7, 0.8], (0.8, 0.9], (0.2, 0.3], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57483,GT-3,57483,51.0,0.4,1.0,1.0,9.34,10.74,0.01,-0.02,"[NaN, (0.5, 0.6], (0.3, 0.4], (0.6, 0.7], (-0.001, 0.1], ..., (0.9, 1.0], (0.8, 0.9], (0.7, 0.8], (0.2, 0.3], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57483,GT-4,57483,51.0,0.4,1.0,1.0,9.42,10.87,0.01,-0.01,"[NaN, (0.5, 0.6], (0.3, 0.4], (0.6, 0.7], (-0.001, 0.1], ..., (0.9, 1.0], (0.8, 0.9], (0.2, 0.3], (0.7, 0.8], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57515,GT1,57515,108.0,0.7,1.0,1.0,8.43,8.78,0.01,-0.02,"[(0.7, 0.8], (0.8, 0.9], (0.6, 0.7], NaN, (0.2, 0.3], ..., (0.1, 0.2], (0.4, 0.5], (0.9, 1.0], (0.5, 0.6], (-0.001, 0.1]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57515,GT2,57515,108.0,0.4,1.0,1.0,8.5,10.14,0.01,-0.02,"[NaN, (0.6, 0.7], (0.8, 0.9], (0.4, 0.5], (0.5, 0.6], ..., (0.7, 0.8], (-0.001, 0.1], (0.2, 0.3], (0.9, 1.0], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57515,GT3,57515,108.0,0.4,1.0,1.0,8.53,10.13,0.01,-0.02,"[NaN, (0.6, 0.7], (0.7, 0.8], (0.1, 0.2], (-0.001, 0.1], ..., (0.8, 0.9], (0.9, 1.0], (0.4, 0.5], (0.3, 0.4], (0.5, 0.6]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57515,GT4,57515,106.0,0.4,1.0,1.0,8.62,10.35,0.01,-0.02,"[NaN, (0.5, 0.6], (0.8, 0.9], (0.6, 0.7], (0.1, 0.2], ..., (-0.001, 0.1], (0.2, 0.3], (0.9, 1.0], (0.3, 0.4], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57515,GT5,57515,107.0,0.4,1.0,1.0,8.57,10.32,0.01,-0.02,"[NaN, (0.2, 0.3], (0.7, 0.8], (0.9, 1.0], (-0.001, 0.1], ..., (0.8, 0.9], (0.6, 0.7], (0.4, 0.5], (0.1, 0.2], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57555,CTG1,57555,114.0,0.4,1.0,1.0,8.81,10.51,0.01,-0.01,"[NaN, (0.8, 0.9], (0.5, 0.6], (0.4, 0.5], (-0.001, 0.1], ..., (0.2, 0.3], (0.1, 0.2], (0.7, 0.8], (0.6, 0.7], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57555,CTG2,57555,117.0,0.4,1.0,1.0,8.55,10.22,0.01,-0.01,"[NaN, (0.4, 0.5], (0.2, 0.3], (0.5, 0.6], (0.9, 1.0], ..., (0.3, 0.4], (0.6, 0.7], (0.7, 0.8], (0.8, 0.9], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57555,CTG3,57555,115.0,0.4,1.0,1.0,8.61,10.29,0.01,-0.01,"[NaN, (0.4, 0.5], (0.3, 0.4], (0.2, 0.3], (0.5, 0.6], ..., (0.9, 1.0], (-0.001, 0.1], (0.7, 0.8], (0.6, 0.7], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57564,8,57564,41.0,0.2,1.0,1.0,10.01,15.53,0.01,-0.01,"[NaN, (0.1, 0.2], (0.3, 0.4], (0.2, 0.3], (0.9, 1.0], ..., (-0.001, 0.1], (0.6, 0.7], (0.5, 0.6], (0.7, 0.8], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57978,CT1,57978,204.0,0.4,1.0,1.0,10.38,12.95,0.01,-0.0,"[NaN, (0.1, 0.2], (0.6, 0.7], (0.9, 1.0], (0.5, 0.6], ..., (-0.001, 0.1], (0.7, 0.8], (0.3, 0.4], (0.2, 0.3], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
58122,GEN1,58122,50.0,0.3,1.0,1.0,9.69,13.13,0.01,-0.01,"[NaN, (0.7, 0.8], (0.5, 0.6], (-0.001, 0.1], (0.2, 0.3], ..., (0.3, 0.4], (0.1, 0.2], (0.9, 1.0], (0.6, 0.7], (0.8, 0.9]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
60698,D1,60698,50.0,0.9,1.0,1.0,9.66,9.66,0.01,-0.01,"[NaN, (0.4, 0.5], (0.8, 0.9], (-0.001, 0.1], (0.7, 0.8], ..., (0.9, 1.0], (0.5, 0.6], (0.1, 0.2], (0.2, 0.3], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
60698,D7,60698,50.0,0.9,1.0,1.0,9.7,9.7,0.02,-0.01,"[NaN, (0.8, 0.9], (-0.001, 0.1], (0.4, 0.5], (0.3, 0.4], ..., (0.1, 0.2], (0.6, 0.7], (0.5, 0.6], (0.9, 1.0], (0.7, 0.8]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56298,CT005,56298,33.0,0.7,1.0,1.0,9.89,10.36,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.4, 0.5], (0.6, 0.7], (0.8, 0.9], ..., (0.2, 0.3], (0.5, 0.6], (0.1, 0.2], (0.9, 1.0], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56298,CT006,56298,33.0,0.8,1.0,1.0,9.73,9.97,0.01,-0.01,"[NaN, (0.5, 0.6], (0.4, 0.5], (-0.001, 0.1], (0.7, 0.8], ..., (0.8, 0.9], (0.9, 1.0], (0.3, 0.4], (0.2, 0.3], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
