,plant_id_eia,plant_name_eia,utility_id_eia,utility_name_eia,state,capacity_mw
1256,62726,"victorville energy center, llc (ca)",,,CA,19.9
1257,62728,mhg wallingford,,,VT,2.2
1258,62729,painter energy storage,,,CA,10.0
1259,62730,desper solar,,,VA,88.2
1260,62731,middleton airport solar,11479,madison gas & electric co,WI,5.0
1261,62732,"solar star palo alto i, llc",,,CA,1.3
1262,62733,east hampton energy storage center,,,NY,5.0
1263,62734,montauk energy storage center,,,NY,5.0
1264,62735,phoenix solar south farms llc solar farm,,,IL,4.7
1265,62736,harbec energy,,,NY,1.7
1266,62737,west valley west,59474,bq energy llc,NY,5.0
1267,62738,west valley east,59474,bq energy llc,NY,5.0
1268,62739,kdc solar asgm,,,NJ,3.8
1269,62740,"msc-empire01, llc",,,MN,1.0
1270,62741,mount joy wire,,,PA,1.1
1271,62744,arcadia solar,,,WI,5.0
1272,62745,wheatridge,,,OR,380.0
1273,62746,kdc solar cscp llc,,,NJ,3.4
1274,62747,ravenna hydroelectric project,,,KY,2.5
1275,62748,evelyn hydroelectric project,,,KY,3.0
1276,62749,heidelberg hydroelectric project,,,KY,2.5
1277,62750,little manatee river solar,18454,tampa electric co,FL,74.5
1278,62752,lafargeholcim - paulding wind project,,,OH,4.5
1279,62753,prospect storage,,,TX,9.9
1280,62754,san diego international airport bess,,,CA,2.0
1281,62755,prospero solar,,,TX,300.0
1282,62756,rc energy aa llc solar facility,,,NM,1.0
1283,62757,bridgewater complex co-generation plant,,,MA,1.5
1284,62758,meherrin solar,,,VA,59.6
1285,62759,greenville csg,,,NY,2.0
1286,62760,hopkinton csg,,,MA,2.0
1287,62761,chester csg,,,NY,2.0
1288,62762,nasa johnson space center chp,58303,energy systems group llc,TX,11.2
1289,62763,carver csg,,,MA,2.0
1290,62764,westtown csg,,,NY,2.0
1291,62765,el campo wind,,,TX,242.8
1292,62766,scottsburg solar park,9234,indiana municipal power agency,IN,7.5
1293,62767,gas city solar park,9234,indiana municipal power agency,IN,3.0
1294,62768,piney creek solar,,,VA,80.0
1295,62769,columbia city solar park,9234,indiana municipal power agency,IN,4.6
1296,62770,richmond solar park 3,9234,indiana municipal power agency,IN,6.6
1297,62771,dry bridge solar (brown university),,,RI,40.0
1298,62772,coniglio solar,,,TX,135.0
1299,62773,rippey solar,,,TX,60.0
1300,62774,kellam solar,,,TX,60.0
1301,62775,wildberry,,,TN,15.0
1302,62776,crawfordsville solar park 4,9234,indiana municipal power agency,IN,2.5
1303,62777,ulster county solar,,,NY,1.4
1304,62778,hecate energy blair road llc,,,FL,4.0
1305,62779,novel martin solar one llc (mcleod),,,MN,1.0
1306,62780,"rappahannock solar, llc",,,VA,1.5
1307,62781,"10 briggs solar ng, llc (east)",,,RI,5.0
1308,62782,pembina land port of entry wind turbine,,,ND,1.0
1309,62783,blackjack creek wind farm,56215,e on climate renewables n america llc,TX,239.6
1310,62784,franklin solar site,,,NY,1.6
1311,62785,malone solar site,,,NY,1.1
1312,62786,"thanksgiving fire solar farm, llc",,,NC,2.0
1313,62787,pinckard solar,56215,e on climate renewables n america llc,AL,85.1
1314,62788,sugarhill road - solitude solar csg,,,NY,5.0
1315,62790,tell city solar park,9234,indiana municipal power agency,IN,3.0
1316,62791,richmond solar park 4,9234,indiana municipal power agency,IN,7.9
1317,62792,dg amp solar piqua manier,,,OH,12.6
1318,62793,crawfordsville 5 solar park,9234,indiana municipal power agency,IN,9.9
1319,62794,centerville solar park,9234,indiana municipal power agency,IN,1.0
1320,62795,ida grove ii,12341,midamerican energy co,IA,201.0
1321,62796,arbor hill ii,12341,midamerican energy co,IA,60.0
1322,62797,bluebird solar llc,59613,baywa r.e. solar projects llc,KY,80.0
1323,62798,fern solar llc,59613,baywa r.e. solar projects llc,NC,100.0
1324,62799,winona solar,,,MN,1.0
1325,62800,wabasha solar,,,MN,1.0
1326,62801,orni 34 llc,,,CA,10.0
1327,62802,grizzly wind llc,,,MT,80.0
1328,62803,buenos aires phase 1,,,TX,200.0
1329,62804,greasewood,,,TX,255.0
1330,62805,bloomington solar i,,,UT,2.0
1331,62806,shelter creek condominiums solar,,,CA,2.5
1332,62807,"grove solar, llc",,,NC,5.0
1333,62808,black bear wind (mt),,,MT,80.0
1334,62809,bmp wind (tx),,,TX,293.3
1335,62810,"rit henrietta solar 1, llc",,,NY,1.6
1336,62811,bakerstand solar (ny),,,NY,20.0
1337,62812,milford solar 1,,,UT,99.0
1338,62813,grasshopper solar,,,VA,80.0
1339,62814,sadler solar,,,VA,100.0
1340,62815,gichi noodin wind farm,,,MI,72.8
1341,62816,suneast skyline solar project,,,NY,20.0
1342,62819,suneast clay solar project,,,NY,50.0
1343,62820,"stony knoll solar, llc",,,NC,22.6
1344,62821,"speedway solar nc, llc",,,NC,22.6
1345,62822,"broad river solar, llc",,,NC,50.0
1346,62823,suneast dog corners solar project,,,NY,20.0
1347,62824,"gspp devens, llc",,,MA,2.2
1348,62825,gspp terrawatt westfield llc csg,,,MA,3.6
1349,62826,"gspp raynham tmlp, llc csg",,,MA,2.3
1350,62827,"ajax solar, llc (ma)",,,MA,3.8
1351,62828,twe bowman solar project,,,SC,75.0
1352,62829,gspp held llc csg,,,MN,3.0
1353,62830,gspp imholte csg,,,MN,1.0
1354,62831,hickory grove #1,,,NY,2.0
1355,62832,hickory grove #2,,,NY,1.7
1356,62833,hastings community solar farm,8245,city of hastings - (ne),NE,1.5
1357,62834,podunk road,,,NY,2.2
1358,62835,acushnet ball plant 2,57449,borrego solar systems inc,MA,1.5
1359,62836,maryneal windpower,,,TX,182.4
1360,62837,frontier windpower ii,,,OK,351.8
1361,62839,98th street battery storage station,4226,consolidated edison co-ny inc,NY,2.0
1362,62840,"mountain breeze wind, llc",,,CO,170.0
1363,62842,nextsun energy littleton,,,MA,5.0
1364,62843,garnet solar (ny),,,NY,1.9
1365,62844,cranberry point energy storage,,,MA,0.0
1366,62845,engie long draw solar llc,56201,engie north america,TX,225.0
1367,62846,water valley wind energy,59056,"tri global energy, llc",TX,150.0
1368,62847,fennimore solar,,,WI,3.0
1369,62848,new lisbon solar,,,WI,2.5
1370,62849,cumberland solar,,,WI,2.5
1371,62853,maverick creek wind,,,TX,524.4
1372,62854,st. james solar (la),,,LA,20.0
1373,62855,west raymond wind farm llc,56215,e on climate renewables n america llc,TX,239.8
1374,62856,marengo battery storage llc,,,IL,20.0
1375,62857,roxwind,,,ME,15.3
1376,62858,cashton solar,,,WI,2.0
1377,62859,coventry clean energy corporation,20151,washington electric coop - (vt),VT,8.0
1378,62860,chambers road solar,,,NY,4.0
1379,62861,forest city solar,,,IA,3.0
1380,62862,nabb battery energy storage system,15470,"duke energy indiana, llc",IN,5.0
1381,62863,blue marmot viii,,,OR,10.0
1382,62864,blue marmot vii,,,OR,10.0
1383,62865,blue marmot vi,,,OR,10.0
1384,62866,blue marmot v,,,OR,10.0
1385,62867,blue marmot ix,,,OR,10.0
1386,62868,elroy solar,,,WI,1.5
1387,62869,st. charles solar,,,MN,2.0
1388,62870,gardner - otter river road,,,MA,2.5
1389,62871,boiling springs wind farm,56215,e on climate renewables n america llc,OK,148.4
1390,62872,don lee bess 1 llc,,,CA,6.5
1391,62873,carolina poultry power farmville,,,NC,1.7000000000000002
1392,62874,acorn i energy storage llc,,,CA,2.0
1393,62875,wildcat i energy storage llc,,,CA,3.0
1394,62876,amazon maryland dca1,,,MD,1.3
1395,62877,amazon denver den3,,,CO,4.6
1396,62878,mccleskey cotton,,,GA,1.9
1397,62879,columbia bryson,,,GA,1.4
1398,62880,bibb jones,,,GA,1.0
1399,62881,muscogee public works,,,GA,1.5
1400,62882,oil dri 2 solar,,,GA,1.4
1401,62883,telfair thompson,,,GA,1.9
1402,62884,richmond hayes solar,,,GA,2.3
1403,62885,troup rc50,,,GA,2.3
1404,62886,wilkinson defore,,,GA,2.3
1405,62887,freeman avenue,,,GA,1.4
1406,62888,crescent valley solar,49893,invenergy services llc,NV,149.0
1407,62889,hecate energy johanna facility,,,CA,15.0
1408,62890,gspp boxborough littleton (ma),,,MA,4.0
1409,62891,rosewater wind farm,,,IN,102.0
1410,62892,edpr ca solar park vi llc (ca),,,CA,241.0
1411,62893,prairie wolf solar llc,,,IL,200.0
1412,62894,high bridge wind project,,,NY,100.0
1413,62895,suneast hills solar project,,,NY,20.0
1414,62896,suneast watkins road solar project,,,NY,20.0
1415,62897,holiday hill community wind,,,MA,5.0
1416,62898,town of burrillville solar,,,RI,4.2
1417,62899,east line solar,,,AZ,100.0
1418,62900,somerville solar,,,TN,2.3
1419,62901,phoenix contact - cchp plant,,,PA,1.0
1420,62902,windsor floating solar,,,CA,1.5
1421,62903,northpark solar,,,NJ,10.6
1422,62904,milhurst solar,,,NJ,1.3
1423,62905,day four solar llc,,,NJ,4.5
1424,62906,augusta solar farm,,,NJ,2.9
1425,62907,vec energy storage,,,VT,1.9
1426,62908,anoka bess,,,MN,6.0
1427,62909,"raymond wind farm, llc",56215,e on climate renewables n america llc,TX,200.2
1428,62910,mncppc germantown solar,,,MD,1.0
1429,62911,kearsarge gill,,,MA,2.0
1430,62912,solar hagerstown,,,MD,10.0
1431,62913,novel solar two llc,,,MN,5.0
1432,62914,nassau solar center,6452,florida power & light co,FL,74.5
1433,62915,magnolia springs solar center,6452,florida power & light co,FL,74.5
1434,62916,trailside solar center,6452,florida power & light co,FL,74.5
1435,62917,rodeo solar center,6452,florida power & light co,FL,74.5
1436,62918,notre dame hydro,19564,university of notre dame,IN,2.5
1437,62919,orange blossom solar center,6452,florida power & light co,FL,74.5
1438,62920,burrstone energy center,,,NY,3.6
1439,62921,palm bay solar,6452,florida power & light co,FL,74.5
1440,62922,lakeside solar center,6452,florida power & light co,FL,74.5
1441,62923,union springs solar center,6452,florida power & light co,FL,74.5
1442,62924,pelican solar center,6452,florida power & light co,FL,74.5
1443,62925,egret solar center,6452,florida power & light co,FL,74.5
1444,62926,"jackson generation, llc",,,IL,1200.0
1445,62931,city of pratt solar,,,KS,6.0
1446,62932,oberon ib,,,TX,30.0
1447,62933,oberon ia,,,TX,150.0
1448,62934,lovelock solar,49893,invenergy services llc,NV,190.0
1449,62935,"orchard windfarm, llc",,,OR,40.0
1450,62936,rattlesnake,,,WA,144.0
1451,62937,athens bess,,,MN,6.0
1452,62938,glen ullin energy center,59496,allete clean energy,ND,106.7
1453,62939,south peak wind,59496,allete clean energy,MT,80.0
1454,62940,starratt solar,,,FL,5.0
1455,70454,hartwell energy facility,,,GA,
1456,880004,gsa central heating,,,DC,
1457,880006,trigen energy corporation-edison st,,,PA,
1458,880007,honeywell resins & chemicals llc,,,PA,
1459,880009,naval surface warfare center,,,PA,
1460,880013,solar turbines,,,PA,
1461,880016,bayway refinery,,,NJ,
1462,880020,sunoco (r&m) - marcus hook,,,PA,
1463,880021,pratt & whitney willgoos lab,,,CT,
1464,880022,norwich,,,CT,
1465,880023,kneeland station,,,MA,
1466,880024,momentive performance materials,,,NY,
1467,880025,"conocophillips co., trainer refinery",,,PA,
1468,880026,ucc south charleston plant,,,WV,
1469,880028,procter & gamble company - ivorydale,,,OH,
1470,880029,marathon petroleum company lp,,,MI,
1471,880030,bp husky refining llc,,,OH,
1472,880031,the dow chemical company,,,MI,
1473,880033,"cognis oleochemicals, llc",,,OH,
1474,880038,"catlettsburg refining, llc",,,KY,
1475,880039,cargill incorporated,,,OH,
1476,880041,ascend (decatur plant),,,AL,
1477,880042,ak steel corporation - middletown,,,OH,
1478,880043,holcim us inc,,,NY,
1479,880044,"lafarge building materials, inc.",,,NY,
1480,880045,university of michigan,,,MI,
1481,880049,bernville station,,,PA,
1482,880050,shermans dale station,,,PA,
1483,880052,lehigh northeast cement company,,,NY,
1484,880053,bayer,,,WV,
1485,880055,doe oak ridge y-12,,,TN,
1486,880057,invista s.a.r.l. camden plant,,,SC,
1487,880065,wickliffe paper company,,,KY,
1488,880066,voridian columbia operations,,,SC,
1489,880067,wood river refinery,,,IL,
1490,880068,springs global us - grace facility,,,SC,
1491,880070,sunoco inc (r&m) haverhill plant,,,OH,
1492,880071,armagh compressor station,,,PA,
1493,880072,entriken compressor station,,,PA,
1494,880074,marlboro paper mill,,,SC,
1495,880075,bp amoco chemical company,,,AL,
1496,880076,lemont refinery,,,IL,
1497,880077,republic engineered products-lorain,,,OH,
1498,880078,sonoco products company,,,SC,
1499,880079,tate & lyle-loudon,,,TN,
1500,880081,dte pontiac north llc,,,MI,
1501,880083,lima refinery,,,OH,
1502,880086,"aventine renewable energy, inc.",,,IL,
1503,880087,new energy corp,,,IN,
1504,880088,marathon ashland petroleum llc,,,IL,
1505,880089,"flint hills resources, - joliet plant",,,IL,
1506,880091,naval station great lakes,,,IL,
1507,880092,bp amoco chemical company cr plant,,,SC,
1508,880093,"honeywell intl, inc hopewell plant",,,VA,
1509,880094,trigen st. louis energy,,,MO,
1510,880096,"chicago coke co., inc.",,,IL,
1511,880100,ravenswood steam plant,,,NY,
1512,880101,rocktenn cp llc stevenson mill,,,AL,
1513,880107,spmt marcus hook industrial complex,,,PA,
1514,880108,grain processing corporation,,,IN,
