respondent_id,respondent_name,plant_name
44,The Detroit Edison Company,WCS Solar Array (Sterling Hts.)
44,The Detroit Edison Company,Mercy High School (Farmington Hills)
44,The Detroit Edison Company,DECo Project #3-HQ (Detroit)
44,The Detroit Edison Company,Wil-Le Farms (Bad Axe)
44,The Detroit Edison Company,HCMP (White Lake)
44,The Detroit Edison Company,GM Orion Assembly (Orion Twp)
44,The Detroit Edison Company,IHM The Mother House (Monroe)
44,The Detroit Edison Company,U of M - NCRC (Ann Arbor)
44,The Detroit Edison Company,U of M - IST (Ann Arbor)
44,The Detroit Edison Company,Riopelle Farms (Harbor Beach)
44,The Detroit Edison Company,Hartland Schools (Hartland)
44,The Detroit Edison Company,SOLAR ARRAY
44,The Detroit Edison Company,WIND
44,The Detroit Edison Company,Thumb Wind Park (Minden)
44,The Detroit Edison Company,Thumb Wind Park (Sigel)
44,The Detroit Edison Company,Thumb Wind Park (McKinley)
44,The Detroit Edison Company,Echo
44,The Detroit Edison Company,Brookfield
44,The Detroit Edison Company,Mcphail (Wixom)
44,The Detroit Edison Company,General Motors Solar Array (Hamtramck)
44,The Detroit Edison Company,DTE Headquarters (DECo Project #3)
44,The Detroit Edison Company,SCIO Solar Aray (Scio Twp)
44,The Detroit Edison Company,Blue Cross Blue Shield Solar (Detroit)
44,The Detroit Edison Company,Monroe County Community Solar (Monroe)
44,The Detroit Edison Company,Training and Development Center (Westland Solar)
44,The Detroit Edison Company,Warren Consolidated Schools (Sterling Heights)
44,The Detroit Edison Company,General Motors Orion Assembly (Orion Twp)
44,The Detroit Edison Company,Huron-Clinton-Indian Springs-Metro (White Lake)
44,The Detroit Edison Company,Immaculate House of Mary  (Monroe)
44,The Detroit Edison Company,University of Michigan - North Capus Center
44,The Detroit Edison Company,University of Michigan - Institute of Science
44,The Detroit Edison Company,McPhail (Wixom)
44,The Detroit Edison Company,Dominos Farm
44,The Detroit Edison Company,Thumb Electric Cooperative
44,The Detroit Edison Company,Ford World Headquarters
44,The Detroit Edison Company,Gratiot Wind Park (Breckinridge)
44,The Detroit Edison Company,Echo Wind Park
44,The Detroit Edison Company,Brookfield Wind Park
44,The Detroit Edison Company,Ludington (Total)
44,The Detroit Edison Company,Ludington (DECO)
44,The Detroit Edison Company,LUDINGTON(Total)
44,The Detroit Edison Company,LUDINGTON(DECo%)
44,The Detroit Edison Company,Ludington
44,The Detroit Edison Company,Ludington (DTE%)
45,"Duke Energy Carolinas, LLC",Belews Creek
45,"Duke Energy Carolinas, LLC",Marshall
45,"Duke Energy Carolinas, LLC",Allen
45,"Duke Energy Carolinas, LLC",Lee
45,"Duke Energy Carolinas, LLC",Dan River
45,"Duke Energy Carolinas, LLC",Cliffside
45,"Duke Energy Carolinas, LLC",Riverbend
45,"Duke Energy Carolinas, LLC",Buck
45,"Duke Energy Carolinas, LLC",Buzzard Roost
45,"Duke Energy Carolinas, LLC",Lincoln
45,"Duke Energy Carolinas, LLC",Oconee
45,"Duke Energy Carolinas, LLC",McGuire
45,"Duke Energy Carolinas, LLC",Catawba
45,"Duke Energy Carolinas, LLC",Mill Creek
45,"Duke Energy Carolinas, LLC",Rockingham
45,"Duke Energy Carolinas, LLC",Dan River CC
45,"Duke Energy Carolinas, LLC",HYDRO PLANTS:
45,"Duke Energy Carolinas, LLC",Bear Creek - Project 2698
45,"Duke Energy Carolinas, LLC",Bryson - Project 2601
45,"Duke Energy Carolinas, LLC",Cedar Cliff - Project 2698
45,"Duke Energy Carolinas, LLC",Dillsboro - Project 2602
45,"Duke Energy Carolinas, LLC",Franklin - Project 2603
45,"Duke Energy Carolinas, LLC",Gaston Shoals
45,"Duke Energy Carolinas, LLC",Mission - Project 2619
45,"Duke Energy Carolinas, LLC",Queen's Creek - Project 2694
45,"Duke Energy Carolinas, LLC",Tuckasegee - Project 2686
45,"Duke Energy Carolinas, LLC",Tuxedo
45,"Duke Energy Carolinas, LLC",Gaston Shoals - Project 2332
45,"Duke Energy Carolinas, LLC",Missions - Project 2619
45,"Duke Energy Carolinas, LLC",Bridgewater
45,"Duke Energy Carolinas, LLC",Rhodhiss
45,"Duke Energy Carolinas, LLC",Oxford
45,"Duke Energy Carolinas, LLC",Lookout Shoals
45,"Duke Energy Carolinas, LLC",Mountain Island
45,"Duke Energy Carolinas, LLC",Cowans Ford
45,"Duke Energy Carolinas, LLC",Wylie
45,"Duke Energy Carolinas, LLC",Fishing Creek
45,"Duke Energy Carolinas, LLC",Great Falls
45,"Duke Energy Carolinas, LLC",Dearborn
45,"Duke Energy Carolinas, LLC",Rocky Creek
45,"Duke Energy Carolinas, LLC",Cedar Creek
45,"Duke Energy Carolinas, LLC",Wateree
45,"Duke Energy Carolinas, LLC",Ninety-Nine Islands
45,"Duke Energy Carolinas, LLC",Keowee
45,"Duke Energy Carolinas, LLC",Thorpe
45,"Duke Energy Carolinas, LLC",Nantahala
45,"Duke Energy Carolinas, LLC",Tennessee Creek
45,"Duke Energy Carolinas, LLC",Jocassee
45,"Duke Energy Carolinas, LLC",Bad Creek
48,Edison Sault Electric Company,INTERNAL COMBUSTION
48,Edison Sault Electric Company,Manistique
48,Edison Sault Electric Company,Edison Sault Hydro
49,El Paso Electric Company,Rio Grande
49,El Paso Electric Company,Newman
49,El Paso Electric Company,Four Corners
49,El Paso Electric Company,Copper
49,El Paso Electric Company,Palo Verde
49,El Paso Electric Company,Rio Grande Unit 9
49,El Paso Electric Company,Montana Power
49,El Paso Electric Company,Solar Plants
49,El Paso Electric Company,     Newman PV System
49,El Paso Electric Company,     Rio Grande PV System
49,El Paso Electric Company,     Wrangler CPV System
49,El Paso Electric Company,     Stanton PV System
49,El Paso Electric Company,     El Paso Community College PV System
49,El Paso Electric Company,     Van Horn PV System
49,El Paso Electric Company,Total Solar
49,El Paso Electric Company,      Newman PV System
49,El Paso Electric Company,      Rio Grande PV System
49,El Paso Electric Company,      Wrangler CPV System
49,El Paso Electric Company,      Stanton PV System
49,El Paso Electric Company,      El Paso Community College PV System
49,El Paso Electric Company,      Van Horn PV System
50,"Electric Energy, Inc.","Electric Energy, Inc"
51,The Empire District Electric Company,Riverton
51,The Empire District Electric Company,Asbury
51,The Empire District Electric Company,Energy Center
51,The Empire District Electric Company,Iatan
51,The Empire District Electric Company,State Line
51,The Empire District Electric Company,SL Combined Cycle
51,The Empire District Electric Company,SLCC Tolling
51,The Empire District Electric Company,Riverton (7&8)
51,The Empire District Electric Company,Riverton (9-12)
51,The Empire District Electric Company,Iatan (1&2)
51,The Empire District Electric Company,Plum Point
51,The Empire District Electric Company,Ozark Beach
52,"Entergy Power, Inc.",Independence Unit 2
52,"Entergy Power, Inc.",Robert Ritchie Unit2
54,Fitchburg Gas and Electric Light Company,Wyman 4
54,Fitchburg Gas and Electric Light Company,NONE
55,Florida Power Corporation,Anclote
55,Florida Power Corporation,Bartow
55,Florida Power Corporation,Crystal River South
55,Florida Power Corporation,Crystal River North
55,Florida Power Corporation,Crystal River
55,Florida Power Corporation,Suwannee
55,Florida Power Corporation,Bayboro
55,Florida Power Corporation,Debary
55,Florida Power Corporation,Intercession City
55,Florida Power Corporation,Turner
55,Florida Power Corporation,Avon Park
55,Florida Power Corporation,Higgins
55,Florida Power Corporation,Tiger Bay
55,Florida Power Corporation,Rio Pinar
55,Florida Power Corporation,Univ. of Florida
55,Florida Power Corporation,Hines Energy Complex
55,Florida Power Corporation,Suwanee
55,Florida Power Corporation,Bartow  CC
55,Florida Power Corporation,Suwanee Steam
55,Florida Power Corporation,Bartow CT
55,Florida Power Corporation,Suwannee CT
55,Florida Power Corporation,Bartow CC
55,Florida Power Corporation,Suwannee Steam
56,Florida Power & Light Company,Cape Canaveral
56,Florida Power & Light Company,Cutler
56,Florida Power & Light Company,Port Everglades
56,Florida Power & Light Company,Riviera
56,Florida Power & Light Company,Sanford
56,Florida Power & Light Company,Turkey Point
56,Florida Power & Light Company,Manatee
56,Florida Power & Light Company,Martin
56,Florida Power & Light Company,Scherer Unit No. 4
56,Florida Power & Light Company,St. Johns River
56,Florida Power & Light Company,St. Lucie
56,Florida Power & Light Company,Ft. Myers
56,Florida Power & Light Company,Lauderdale
56,Florida Power & Light Company,Putnam
56,Florida Power & Light Company,Martin 8
56,Florida Power & Light Company,Martin 3 & 4
56,Florida Power & Light Company,Turkey Point 5
56,Florida Power & Light Company,West County
56,Florida Power & Light Company,DeSoto
56,Florida Power & Light Company,Martin Solar
56,Florida Power & Light Company,Space Coast
57,Georgia Power Company,MCDONOUGH
57,Georgia Power Company,McDONOUGH NO. 3
57,Georgia Power Company,BOWEN NO. 6
57,Georgia Power Company,HARLLEE BRANCH
57,Georgia Power Company,HAMMOND
57,Georgia Power Company,YATES
57,Georgia Power Company,WILSON
57,Georgia Power Company,MCMANUS
57,Georgia Power Company,MCMANUS 3 & 4
57,Georgia Power Company,MITCHELL
57,Georgia Power Company,SCHERER
57,Georgia Power Company,HATCH
57,Georgia Power Company,MITCHELL NO. 4
57,Georgia Power Company,WANSLEY
57,Georgia Power Company,WANSLEY NO. 5
57,Georgia Power Company,WANSLEY 100%
57,Georgia Power Company,SCHERER 100%
57,Georgia Power Company,VOGTLE
57,Georgia Power Company,McINTOSH
57,Georgia Power Company,WARNER ROBBINS
57,Georgia Power Company,HATCH 100%
57,Georgia Power Company,VOGTLE 100%
57,Georgia Power Company,INTERCESSION CITY
57,Georgia Power Company,BOWEN
57,Georgia Power Company,MCDONOUGH NO. 3
57,Georgia Power Company,MCINTOSH
57,Georgia Power Company,BOULEVARD
57,Georgia Power Company,KRAFT
57,Georgia Power Company,RIVERSIDE
57,Georgia Power Company,MCDONOUGH NO. 4
57,Georgia Power Company,DALTON
57,Georgia Power Company,MCDONOUGH NO. 4-6
57,Georgia Power Company,FORT BENNING
57,Georgia Power Company,Hydro
57,Georgia Power Company,Burton (A)
57,Georgia Power Company,Nacoochee (A)
57,Georgia Power Company,Barnett Shoals (B)
57,Georgia Power Company,Flint River (C)
57,Georgia Power Company,Estatoah
57,Georgia Power Company,Langdale (E)
57,Georgia Power Company,(A) Licensed Project Number 2354.
57,Georgia Power Company,(B) Leased from James White Estate.
57,Georgia Power Company,(C) Licensed Project Number 1218.
57,Georgia Power Company,(D) Approximately 1928. Record of Owners inadeq.
57,Georgia Power Company,(E) Licensed Project Number 2341.
57,Georgia Power Company,Riverview (F)
57,Georgia Power Company,(F) Licensed Project Number 2350.
57,Georgia Power Company,Estatoah  (D)
57,Georgia Power Company,Flint River (B)
57,Georgia Power Company,Estatoah  (C)
57,Georgia Power Company,Langdale (D)
57,Georgia Power Company,Riverview (E)
57,Georgia Power Company,(B) Licensed Project Number 1218.
57,Georgia Power Company,(C) Approximately 1928. Record of Owners inadeq.
57,Georgia Power Company,(D) Licensed Project Number 2341.
57,Georgia Power Company,(E) Licensed Project Number 2350.
57,Georgia Power Company,MATHIS-TERRORA
57,Georgia Power Company,TALLULAH FALLS
57,Georgia Power Company,TUGALO
57,Georgia Power Company,YONAH
57,Georgia Power Company,BARTLETTS FERRY
57,Georgia Power Company,GOAT ROCK
57,Georgia Power Company,OLIVER DAM
57,Georgia Power Company,NORTH HIGHLANDS
57,Georgia Power Company,SINCLAIR DAM
57,Georgia Power Company,LLOYD SHOALS
57,Georgia Power Company,MORGAN FALLS
57,Georgia Power Company,WALLACE DAM
57,Georgia Power Company,ROCKY MOUNTAIN
58,"Golden Spread Electric Cooperative, Inc.",Mustang Station Un 4
58,"Golden Spread Electric Cooperative, Inc.",Mustang Station
58,"Golden Spread Electric Cooperative, Inc.",Antelope Station
58,"Golden Spread Electric Cooperative, Inc.",Elk Station
58,"Golden Spread Electric Cooperative, Inc.",Ranger
58,"Golden Spread Electric Cooperative, Inc.",Reese
61,Green Mountain Power Corporation,Colchester #16
61,Green Mountain Power Corporation,Berlin #5
61,Green Mountain Power Corporation,Wyman #95
61,Green Mountain Power Corporation,Stony Brook Int. #96
61,Green Mountain Power Corporation,McNeil #24
61,Green Mountain Power Corporation,Rutland
61,Green Mountain Power Corporation,Ascutney
61,Green Mountain Power Corporation,Rutland #201
61,Green Mountain Power Corporation,Ascutney #200
61,Green Mountain Power Corporation,HYDRO
61,Green Mountain Power Corporation,Middlesex Station # 2
61,Green Mountain Power Corporation,Marshfield Station # 6
61,Green Mountain Power Corporation,Vergennes Station # 9 C
61,Green Mountain Power Corporation,"W, Danville Station # 15"
61,Green Mountain Power Corporation,Gorge Station # 18
61,Green Mountain Power Corporation,Essex station # 19 B
61,Green Mountain Power Corporation,Waterbury Station # 22 A
61,Green Mountain Power Corporation,DeForge station # 1 D
61,Green Mountain Power Corporation,TOTAL
61,Green Mountain Power Corporation,DIESEL
61,Green Mountain Power Corporation,Vergennes Station # 9
61,Green Mountain Power Corporation,Essex Station # 19
61,Green Mountain Power Corporation,  ( A ) License # 2090
61,Green Mountain Power Corporation, ( B ) License # 2531
61,Green Mountain Power Corporation, ( C ) License # 2674
61,Green Mountain Power Corporation, ( D ) License # 2879
61,Green Mountain Power Corporation,Cost of plant for diesel plants is included in
61,Green Mountain Power Corporation,the Hydro plant above
61,Green Mountain Power Corporation,Vergennes Station # 9 C License# 2674
61,Green Mountain Power Corporation,Essex station # 19 B License# 2531
61,Green Mountain Power Corporation,Waterbury Station # 22 A License# 2090
61,Green Mountain Power Corporation,DeForge station # 1 D License# 2879
61,Green Mountain Power Corporation,Proctor #205
61,Green Mountain Power Corporation,Center Rutland #206
61,Green Mountain Power Corporation,Pittsford #207
61,Green Mountain Power Corporation,Patch #209
61,Green Mountain Power Corporation,Carver Falls #210
61,Green Mountain Power Corporation,Cavendish #211
61,Green Mountain Power Corporation,Salisbury #212
61,Green Mountain Power Corporation,Middlebury Lower #214
61,Green Mountain Power Corporation,Weybridge #215
61,Green Mountain Power Corporation,Huntington Falls #203
61,Green Mountain Power Corporation,Beldens #204
61,Green Mountain Power Corporation,Glen #208
61,Green Mountain Power Corporation,Silver Lake #213
61,Green Mountain Power Corporation,Taftsville #216
61,Green Mountain Power Corporation,Smith #217
61,Green Mountain Power Corporation,Pierce Mills #218
61,Green Mountain Power Corporation,Arnold Falls #219
61,Green Mountain Power Corporation,Gage #220
61,Green Mountain Power Corporation,Passumpsic #221
61,Green Mountain Power Corporation,East Barnet #222
61,Green Mountain Power Corporation,Fairfax #223
61,Green Mountain Power Corporation,Clark Falls #224
61,Green Mountain Power Corporation,Milton #225
61,Green Mountain Power Corporation,Peterson #226
61,Green Mountain Power Corporation,St. Albans #202
61,Green Mountain Power Corporation,Nuclear
61,Green Mountain Power Corporation,Millstone #227
61,Green Mountain Power Corporation,Vergennes Station # 9 License# 2674
61,Green Mountain Power Corporation,Essex station # 19 License# 2531
61,Green Mountain Power Corporation,Vergennes Station #9C
61,Green Mountain Power Corporation,Essex Station #19B
61,Green Mountain Power Corporation,OTHER
61,Green Mountain Power Corporation,Millstone Nuclear #227
61,Green Mountain Power Corporation,Searsburg Wind #92
61,Green Mountain Power Corporation,Post Road Solar #232
61,Green Mountain Power Corporation,CSJ Solar #107*
61,Green Mountain Power Corporation,RRMC Solar #108*
61,Green Mountain Power Corporation,Ferrisburg Wind #112*
61,Green Mountain Power Corporation,Stafford Hill Solar #113*
61,Green Mountain Power Corporation,EIC Building #234*
61,Green Mountain Power Corporation,* Generation is recorded as company use
61,Green Mountain Power Corporation,Kingdom Commun Wind
62,Gulf Power Company,Crist
62,Gulf Power Company,Smith
62,Gulf Power Company,Scholz
62,Gulf Power Company,Daniel
62,Gulf Power Company,Scherer
62,Gulf Power Company,Smith Unit 3
62,Gulf Power Company,Pea Ridge
62,Gulf Power Company,Smith CT
63,"Entergy Gulf States, Inc.",River Bend
63,"Entergy Gulf States, Inc.",Big Cajun 2 Unit 3
63,"Entergy Gulf States, Inc.",Roy S. Nelson 3 & 4
63,"Entergy Gulf States, Inc.",Willow Glen
63,"Entergy Gulf States, Inc.",Lewis Creek
63,"Entergy Gulf States, Inc.",Sabine
63,"Entergy Gulf States, Inc.",Louisiana Station
63,"Entergy Gulf States, Inc.",Roy S. Nelson Unit 6
63,"Entergy Gulf States, Inc.",Roy S. Nelson 3&4
63,"Entergy Gulf States, Inc.",Willow Glenn
63,"Entergy Gulf States, Inc.",Calcasieu
63,"Entergy Gulf States, Inc.",Ouachita
65,"Hawaiian Electric Company, Inc.",HONOLULU
65,"Hawaiian Electric Company, Inc.",WAIAU
65,"Hawaiian Electric Company, Inc.",KAHE
65,"Hawaiian Electric Company, Inc.",TOTAL
65,"Hawaiian Electric Company, Inc.",Honolulu
65,"Hawaiian Electric Company, Inc.",Waiau
65,"Hawaiian Electric Company, Inc.",Kahe
65,"Hawaiian Electric Company, Inc.",Total
65,"Hawaiian Electric Company, Inc.",Ewa Nui DG-1
65,"Hawaiian Electric Company, Inc.",Ewa Nui DG-2
65,"Hawaiian Electric Company, Inc.",Ewa Nui DG-3
65,"Hawaiian Electric Company, Inc.",Iwilei DG-1
65,"Hawaiian Electric Company, Inc.",Iwilei DG-2
65,"Hawaiian Electric Company, Inc.",Iwilei DG-3
65,"Hawaiian Electric Company, Inc.",Helemano DG-1
65,"Hawaiian Electric Company, Inc.",Helemano DG-2
65,"Hawaiian Electric Company, Inc.",Helemano DG-3
65,"Hawaiian Electric Company, Inc.",Total dispersed generators
65,"Hawaiian Electric Company, Inc.",CEIP DG-1
65,"Hawaiian Electric Company, Inc.",CEIP DG-2
65,"Hawaiian Electric Company, Inc.",CEIP DG-3
65,"Hawaiian Electric Company, Inc.",Pole Yard DG-1
65,"Hawaiian Electric Company, Inc.",Pole Yard DG-2
65,"Hawaiian Electric Company, Inc.",Pole Yard DG-3
65,"Hawaiian Electric Company, Inc.",Ewa Nui DG-5
65,"Hawaiian Electric Company, Inc.",Ewa Nui DG-4
65,"Hawaiian Electric Company, Inc.",Ewa Nui DG-6
66,Holyoke Power and Electric Company,                          NONE
67,Holyoke Water Power Company,MT. TOM
67,Holyoke Water Power Company,NONE
70,Idaho Power Company,Jim Bridger
70,Idaho Power Company,Boardman
70,Idaho Power Company,Valmy
70,Idaho Power Company,Danskin
70,Idaho Power Company,Bennett Mountain
70,Idaho Power Company,Langley Gulch
70,Idaho Power Company,Hydro:
70,Idaho Power Company, Clear Lakes
70,Idaho Power Company, Thousand Springs
70,Idaho Power Company,Internal Combustion:
70,Idaho Power Company, Salmon Diesel (1)
70,Idaho Power Company,(1) Salmon units are classified as standby.
70,Idaho Power Company, Salmon Diesel
70,Idaho Power Company,American Falls
70,Idaho Power Company,Bliss
70,Idaho Power Company,Brownlee
70,Idaho Power Company,Cascade
70,Idaho Power Company,Oxbow
70,Idaho Power Company,Hells Canyon
70,Idaho Power Company,Malad
70,Idaho Power Company,C J Strike
70,Idaho Power Company,Swan Falls
70,Idaho Power Company,Twin Falls
70,Idaho Power Company,Upper Salmon
70,Idaho Power Company,Shoshone Falls
70,Idaho Power Company,Common Facilities
70,Idaho Power Company,Lower Salmon
70,Idaho Power Company,Milner
71,Illinois Power Company,State Farm (1)
71,Illinois Power Company,State Farm
72,Indiana-Kentucky Electric Corporation,CLIFTY CREEK
73,Indiana Michigan Power Company,ROCKPORT UNIT 1 I&M
73,Indiana Michigan Power Company,ROCKPORT UNIT 2 I&M
73,Indiana Michigan Power Company,ROCKPORT TOTAL I&M
73,Indiana Michigan Power Company,ROCKPORT TOTAL PLANT
73,Indiana Michigan Power Company,TANNERS CREEK PLANT
73,Indiana Michigan Power Company,DONALD C COOK PLANT
73,Indiana Michigan Power Company,Hydroelectric
73,Indiana Michigan Power Company,Berrien Springs
73,Indiana Michigan Power Company,Buchanan (Project #2551)
73,Indiana Michigan Power Company,Constantine (Project #10661)
73,Indiana Michigan Power Company,Elkhart (Project #2651)
73,Indiana Michigan Power Company,Mottville (Project #401)
73,Indiana Michigan Power Company,Twin Branch (Project #2579)
73,Indiana Michigan Power Company,Buchanan
73,Indiana Michigan Power Company,Constantine
73,Indiana Michigan Power Company,Elkhart
73,Indiana Michigan Power Company,Mottville
73,Indiana Michigan Power Company,Twin Branch
74,Indianapolis Power & Light Company,Petersburg
74,Indianapolis Power & Light Company,Harding Street
74,Indianapolis Power & Light Company,Eagle Valley
74,Indianapolis Power & Light Company,Georgetown #1
74,Indianapolis Power & Light Company,Harding Streed
74,Indianapolis Power & Light Company,Georgetown#1&4
74,Indianapolis Power & Light Company,Georgetown #1 & #4
74,Indianapolis Power & Light Company,Georgetown
74,Indianapolis Power & Light Company,Georgetown #1& 4
74,Indianapolis Power & Light Company,Harding Street-GT
74,Indianapolis Power & Light Company,Harding St Gas Turb
74,Indianapolis Power & Light Company,Internal Combustion
74,Indianapolis Power & Light Company,Harding Street Station
74,Indianapolis Power & Light Company,  Petersburg
74,Indianapolis Power & Light Company,  Harding Street Station
74,Indianapolis Power & Light Company,  Eagle Valley
74,Indianapolis Power & Light Company,  Harding Street
77,Jersey Central Power & Light Company,Forked River
77,Jersey Central Power & Light Company,Yards Creek
79,Kansas City Power & Light Company,MONTROSE
79,Kansas City Power & Light Company,HAWTHORN 5
79,Kansas City Power & Light Company,LA CYGNE
79,Kansas City Power & Light Company,LA CYGNE 50%
79,Kansas City Power & Light Company,HAWTHORN 7 & 8
79,Kansas City Power & Light Company,IATAN
79,Kansas City Power & Light Company,IATAN 70%
79,Kansas City Power & Light Company,GRAND AVENUE
79,Kansas City Power & Light Company,HAWTHORN 6 & 9
79,Kansas City Power & Light Company,NORTHEAST
79,Kansas City Power & Light Company,WOLF CREEK
79,Kansas City Power & Light Company,WEST GARDNER
79,Kansas City Power & Light Company,OSAWATOMIE
79,Kansas City Power & Light Company,LACYGNE
79,Kansas City Power & Light Company,LACYGNE 50%
79,Kansas City Power & Light Company,HAWTHORN 7&8
79,Kansas City Power & Light Company,HAWTHORN 6&9
79,Kansas City Power & Light Company,Montrose
79,Kansas City Power & Light Company,Hawthorn 5
79,Kansas City Power & Light Company,Hawthorn 6 & 9
79,Kansas City Power & Light Company,Hawthorn 7 & 8
79,Kansas City Power & Light Company,IATAN 100%
79,Kansas City Power & Light Company,LACYGNE 1 (50%)
79,Kansas City Power & Light Company,LACYGNE 2 (50%)
79,Kansas City Power & Light Company,LACYGNE (100%)
79,Kansas City Power & Light Company,Osawatomie
79,Kansas City Power & Light Company,Iatan 1 (100%)
79,Kansas City Power & Light Company,Iatan 1 (70%)
79,Kansas City Power & Light Company,Iatan 2 (100%)
79,Kansas City Power & Light Company,Iatan 2 (54.71%)
79,Kansas City Power & Light Company,West Gardner
79,Kansas City Power & Light Company,Northeast
79,Kansas City Power & Light Company,Wolf Creek (47%)
79,Kansas City Power & Light Company,LaCygne 1 (50%)
79,Kansas City Power & Light Company,LaCygne 2 (50%)
79,Kansas City Power & Light Company,LaCygne (100%)
79,Kansas City Power & Light Company,Spearville Wind Energy Facility
79,Kansas City Power & Light Company,(67 units @ 1.5 MW each)
79,Kansas City Power & Light Company,(67 Units @ 1.5 MW each)
79,Kansas City Power & Light Company,(67 Units @1.5MW each)
79,Kansas City Power & Light Company,(32 Units @1.5 MW each)
79,Kansas City Power & Light Company,(67 Units @ 1.5MW each)
79,Kansas City Power & Light Company,(32 Units @ 1.5 MW each)
79,Kansas City Power & Light Company,(32 Units @ 1.6 MW each)
80,Kansas Gas and Electric Company,Murray Gill
80,Kansas Gas and Electric Company,Gordon Evans
80,Kansas Gas and Electric Company,LaCygne Total
80,Kansas Gas and Electric Company,LaCygne #1 (50%)
80,Kansas Gas and Electric Company,LaCygne #2 (50%)
80,Kansas Gas and Electric Company,Jeffrey Total
80,Kansas Gas and Electric Company,Jeffrey 20%
80,Kansas Gas and Electric Company,Neosho
80,Kansas Gas and Electric Company,Wolf Creek Total
80,Kansas Gas and Electric Company,Wolf Creek 47%
80,Kansas Gas and Electric Company,Gordon Evans w/Diesl
80,Kansas Gas and Electric Company,La Cygne #1 (50%)
80,Kansas Gas and Electric Company,La Cygne #2 (50%)
80,Kansas Gas and Electric Company,Evans (diesel) -- formerly Wichita Diesel
80,Kansas Gas and Electric Company,Westar Wind (wind turbines) -- 20%
80,Kansas Gas and Electric Company,Evans (diesel) --formerly Wichita Diesel
81,Kentucky Power Company,BIG SANDY
81,Kentucky Power Company,Big Sandy
81,Kentucky Power Company,Mitchell-KEPCo Share
81,Kentucky Power Company,Mitchell- Total
82,Kentucky Utilities Company,TYRONE
82,Kentucky Utilities Company,GREEN RIVER
82,Kentucky Utilities Company,EW BROWN
82,Kentucky Utilities Company,GHENT
82,Kentucky Utilities Company,HAEFLING
82,Kentucky Utilities Company,BROWN CT
82,Kentucky Utilities Company,PADDY'S RUN 13 CT
82,Kentucky Utilities Company,TRIMBLE COUNTY CT
82,Kentucky Utilities Company,Tyrone
82,Kentucky Utilities Company,Green River
82,Kentucky Utilities Company,EW Brown
82,Kentucky Utilities Company,Ghent
82,Kentucky Utilities Company,Haefling
82,Kentucky Utilities Company,Brown CT
82,Kentucky Utilities Company,Paddy's Run 13 CT
82,Kentucky Utilities Company,Trimble County CT
82,Kentucky Utilities Company,Trimble County
82,Kentucky Utilities Company,Cane Run NGCC
82,Kentucky Utilities Company,USG LOCK #7 PROJECT 539
82,Kentucky Utilities Company,None
82,Kentucky Utilities Company,DIX DAM
82,Kentucky Utilities Company,Dix Dam
84,Lockhart Power Company,Internal Combustion Plants:
84,Lockhart Power Company,Pacolet Peaking Plant
84,Lockhart Power Company,  Pacolet Peaking Plant
84,Lockhart Power Company,Hydro Plants:
84,Lockhart Power Company,  Pacolet Hydro (Project No. 2621)
84,Lockhart Power Company,Pacolet Hydro (Project No 2621)
84,Lockhart Power Company,Pacolet Hydro (Project #2621)
84,Lockhart Power Company,City of Union Peaking Plant
84,Lockhart Power Company,Wellford Landfill Gas to Energy Plant
84,Lockhart Power Company,Pacolet Diesel Peaking Plant
84,Lockhart Power Company,City of Union Diesel Peaking Plant
84,Lockhart Power Company,Lower Pacolet Hydro (Project #2621)
84,Lockhart Power Company,Lockhart Minimum Flow (Project #2620)
84,Lockhart Power Company,Upper Pacolet Hydro Project #2621
84,Lockhart Power Company,Upper Pacolet Hydro (Project #2621)
84,Lockhart Power Company,LOCKHART
84,Lockhart Power Company,PACOLET
84,Lockhart Power Company,Lockhart Power
84,Lockhart Power Company,Columbia Hydro
84,Lockhart Power Company,Hydro and Min Flow
85,"KeySpan Generation, LLC",Glenwood
85,"KeySpan Generation, LLC",Port-Jefferson
85,"KeySpan Generation, LLC",South Hampton
85,"KeySpan Generation, LLC",Southold
85,"KeySpan Generation, LLC",Northport
85,"KeySpan Generation, LLC",East Hampton
85,"KeySpan Generation, LLC",EF Barrett
85,"KeySpan Generation, LLC",Far Rockaway
85,"KeySpan Generation, LLC",West Babylon
85,"KeySpan Generation, LLC",Port Jefferson
85,"KeySpan Generation, LLC",Shoreham
85,"KeySpan Generation, LLC",Holtsville
85,"KeySpan Generation, LLC",Brookhaven
85,"KeySpan Generation, LLC",Southhold
85,"KeySpan Generation, LLC",East Hampton Diesel
85,"KeySpan Generation, LLC",Montauk Diesel
85,"KeySpan Generation, LLC",N/A
87,"Entergy Louisiana, LLC",Waterford 3
87,"Entergy Louisiana, LLC",Little Gypsy
87,"Entergy Louisiana, LLC",Ninemile Point
87,"Entergy Louisiana, LLC",Sterlington
87,"Entergy Louisiana, LLC",Waterford 1 & 2
87,"Entergy Louisiana, LLC",Buras
87,"Entergy Louisiana, LLC",Monroe
87,"Entergy Louisiana, LLC",Perryville
87,"Entergy Louisiana, LLC",Waterford 1&2
87,"Entergy Louisiana, LLC",Waterford 1& 2
87,"Entergy Louisiana, LLC",Waterford 4
87,"Entergy Louisiana, LLC",Acadia
87,"Entergy Louisiana, LLC",Ninemile 6
88,Louisville Gas and Electric Company,MILL CREEK
88,Louisville Gas and Electric Company,CANE RUN
