report_year,utility_id_ferc1,xbrl_factoid,xbrl_factoid_off_by,abs_diff,ending_balance_off_by,_delta
2018,356,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,261215438.0,261215438.0,0.0
2003,20,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,74529333.0,74529333.0,0.0
2017,356,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,386472542.0,386472542.0,0.0
2005,379,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,142479.0,142479.0,0.0
2016,356,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1010523481.0,1010523481.0,0.0
1994,21,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,132112.0,132112.0,0.0
2006,379,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,198455.0,198455.0,0.0
1995,21,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,119713.0,119713.0,0.0
2018,358,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,24960.0,24960.0,0.0
1997,20,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,228789025.0,228789025.0,0.0
1996,20,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,228789025.0,228789025.0,0.0
2019,358,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,84591989.0,84591989.0,0.0
2002,18,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,677654.0,677654.0,0.0
2003,18,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,701099.0,701099.0,0.0
2004,18,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,2629309.0,2629309.0,0.0
2005,18,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,477652.0,477652.0,0.0
2007,18,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,403059.0,403059.0,0.0
1994,19,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,80016930.0,80016930.0,0.0
2024,359,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,233963.0,233963.0,0.0
1995,19,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,97289901.0,97289901.0,0.0
1994,14,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,2975113.0,2975113.0,0.0
2023,359,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,19392584.0,19392584.0,0.0
2022,359,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,23513873.0,23513873.0,0.0
1997,19,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,74811890.0,74811890.0,0.0
2021,359,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,8122781.0,8122781.0,0.0
1998,19,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,70965005.0,70965005.0,0.0
2025,358,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1167942.0,1167942.0,0.0
2024,358,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,875237.0,875237.0,0.0
2001,19,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,121096055.0,121096055.0,0.0
2020,358,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,83520465.0,83520465.0,0.0
1996,19,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,108306407.0,108306407.0,0.0
2015,356,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1277164695.0,1277164695.0,0.0
2022,363,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,1116770.0,1116770.0,0.0
2002,12,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,54623.0,54623.0,0.0
2019,371,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,52527013.0,52527013.0,0.0
2005,3,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,97753178.0,97753178.0,0.0
2018,371,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,317336.0,317336.0,0.0
2006,3,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,224199695.0,224199695.0,0.0
2010,378,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,191895251.0,191895251.0,0.0
2025,370,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,842298461.0,842298461.0,0.0
2003,4,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,14047400.0,14047400.0,0.0
2011,378,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1186342217.0,1186342217.0,0.0
2004,4,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,22726434.0,22726434.0,0.0
2024,370,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,588840563.0,588840563.0,0.0
2005,4,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,9490118.0,9490118.0,0.0
2023,370,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,432226814.0,432226814.0,0.0
2006,4,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,6900436.0,6900436.0,0.0
2022,370,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,362747659.0,362747659.0,0.0
1994,6,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,9639620.0,9639620.0,0.0
2021,370,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,220233556.0,220233556.0,0.0
1995,6,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,26367872.0,26367872.0,0.0
2004,3,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,151899707.0,151899707.0,0.0
2020,370,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,289966865.0,289966865.0,0.0
2020,371,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,73255386.0,73255386.0,0.0
2002,3,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,487011316.0,487011316.0,0.0
2025,373,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,126263.0,126263.0,0.0
1994,3,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,415720950.0,415720950.0,0.0
2022,373,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,34140.0,34140.0,0.0
1995,3,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,471285622.0,471285622.0,0.0
2025,374,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,27047.0,27047.0,0.0
1996,3,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,492783954.0,492783954.0,0.0
2021,377,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,148921238.0,148921238.0,0.0
1997,3,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,433332360.0,433332360.0,0.0
2022,377,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,29536325.0,29536325.0,0.0
